name,chr,start,end,PrL.prob,geneName,location
prL47049,chr12,4842195.0,4843194.0,0.5136,BC068281,upstream
prL47050,chr12,51594014.0,51595013.0,0.5136,Coch,genic
prL47051,chr2,6161955.0,6162954.0,0.5136,Gm10857,intergenic
prL47052,chr3,53455079.0,53456078.0,0.5136,Nhlrc3,genic
prL47053,chr3,96246078.0,96247077.0,0.5136,Hist2h2aa2,genic
prL47054,chr3,101280078.0,101281077.0,0.5136,Cd2,genic
prL47055,chr4,83416097.0,83417096.0,0.5136,Snapc3,upstream
prL47056,chr4,119291396.0,119292395.0,0.5136,Ybx1,genic
prL47057,chr4,139605086.0,139606085.0,0.5136,Iffo2,genic
prL47058,chr7,44828631.0,44829630.0,0.5136,Nup62,genic
prL47059,chr7,45341631.0,45342630.0,0.5136,Ppfia3,genic
prL47060,chr8,94191101.0,94192100.0,0.5136,Mt1,overlapTSS
prL47061,chr9,98856582.0,98857581.0,0.5136,AC121937.1,genic
prL47062,chr10,70506253.0,70507252.0,0.5135,Fam13c,genic
prL47063,chr10,117681945.0,117682944.0,0.5135,Cpm,genic
prL47064,chr11,55130499.0,55131498.0,0.5135,Slc36a3,genic
prL47065,chr11,77913499.0,77914498.0,0.5135,RP23-199H17.3,genic
prL47066,chr11,115778687.0,115779686.0,0.5135,2310067B10Rik,genic
prL47067,chr13,21259132.0,21260131.0,0.5135,Gpx5,intergenic
prL47068,chr13,38659132.0,38660131.0,0.5135,Eef1e1,upstream
prL47069,chr14,105501784.0,105502783.0,0.5135,4930449E01Rik,genic
prL47070,chr17,35635056.0,35636055.0,0.5135,Dpcr1,genic
prL47071,chr3,88580079.0,88581078.0,0.5135,Ssr2,genic
prL47072,chr4,149407892.0,149408891.0,0.5135,Ube4b,genic
prL47073,chr8,13253001.0,13254000.0,0.5135,Adprhl1,genic
prL47074,chr8,25697529.0,25698528.0,0.5135,Whsc1l1,genic
prL47075,chr8,84688102.0,84689101.0,0.5135,Trmt1,upstream
prL47076,chr9,21805557.0,21806556.0,0.5135,Dock6,genic
prL47077,chr1,89579426.0,89580425.0,0.5134,Agap1,genic
prL47078,chr1,190929122.0,190930121.0,0.5134,Angel2,genic
prL47079,chr10,78787256.0,78788255.0,0.5134,Slc1a6,genic
prL47080,chr11,32588001.0,32589000.0,0.5134,Stk10,genic
prL47081,chr11,99142687.0,99143686.0,0.5134,Ccr7,downstream
prL47082,chr11,114478687.0,114479686.0,0.5134,RP23-197C15.4,intergenic
prL47083,chr12,110419791.0,110420790.0,0.5134,Ppp2r5c,intergenic
prL47084,chr12,110704791.0,110705790.0,0.5134,Hsp90aa1,upstream
prL47085,chr13,115101793.0,115102792.0,0.5134,Itga1,overlapTSS
prL47086,chr14,27622815.0,27623814.0,0.5134,Erc2,genic
prL47087,chr15,98111570.0,98112569.0,0.5134,Pfkm,genic
prL47088,chr15,98988570.0,98989569.0,0.5134,AC157610.1,genic
prL47089,chr2,26661481.0,26662480.0,0.5134,Lcn4,downstream
prL47090,chr2,70558944.0,70559943.0,0.5134,AC097273.3,genic
prL47091,chr2,168065501.0,168066500.0,0.5134,Pard6b,intergenic
prL47092,chr5,111741981.0,111742980.0,0.5134,AC122005.1,genic
prL47093,chr8,3683001.0,3684000.0,0.5134,Fcer2a,genic
prL47094,chr9,119086883.0,119087882.0,0.5134,Plcd1,genic
prL47095,chr10,76960256.0,76961255.0,0.5133,Pcbp3,genic
prL47096,chr10,121426945.0,121427944.0,0.5133,Rassf3,genic
prL47097,chr11,74572499.0,74573498.0,0.5133,Rap1gap2,genic
prL47098,chr12,17552195.0,17553194.0,0.5133,Odc1,downstream
prL47099,chr15,73732571.0,73733570.0,0.5133,U4,downstream
prL47100,chr15,80093571.0,80094570.0,0.5133,Syngr1,genic
prL47101,chr3,79886079.0,79887078.0,0.5133,AC159281.2,overlapTSS
prL47102,chr3,102062078.0,102063077.0,0.5133,Casq2,intergenic
prL47103,chr5,117401992.0,117402991.0,0.5133,AC113299.3,downstream
prL47104,chr7,79994115.0,79995114.0,0.5133,Zfp710,intergenic
prL47105,chr8,69394102.0,69395101.0,0.5133,RNaseP_nuc,upstream
prL47106,chr8,120531101.0,120532100.0,0.5133,Galnt2,genic
prL47107,chrX,99198662.0,99199661.0,0.5133,Efnb1,intergenic
prL47108,chr1,153095871.0,153096870.0,0.5132,Nmnat2,genic
prL47109,chr1,189884122.0,189885121.0,0.5132,Smyd2,genic
prL47110,chr11,58970499.0,58971498.0,0.5132,Trim17,genic
prL47111,chr11,102631687.0,102632686.0,0.5132,RP23-57F11.3,upstream
prL47112,chr15,82241571.0,82242570.0,0.5132,Cenpm,genic
prL47113,chr17,24723056.0,24724055.0,0.5132,Ndufb10,genic
prL47114,chr18,53246347.0,53247346.0,0.5132,Snx24,genic
prL47115,chr18,67778347.0,67779346.0,0.5132,Seh1l,genic
prL47116,chr4,151702892.0,151703891.0,0.5132,Camta1,genic
prL47117,chr4,152761892.0,152762891.0,0.5132,RP23-352D7.2,intergenic
prL47118,chr5,36485352.0,36486351.0,0.5132,Ccdc96,genic
prL47119,chr5,129161126.0,129162125.0,0.5132,Gpr133,genic
prL47120,chr5,146416425.0,146417424.0,0.5132,Wasf3,genic
prL47121,chr6,128843983.0,128844982.0,0.5132,RP24-127M20.2,downstream
prL47122,chr7,30184982.0,30185981.0,0.5132,Cox7a1,genic
prL47123,chr7,108933487.0,108934486.0,0.5132,Eif3f,overlapTSS
prL47124,chr8,11834001.0,11835000.0,0.5132,Arhgef7,genic
prL47125,chr1,74586427.0,74587426.0,0.5131,Zfp142,genic
prL47126,chr10,60246253.0,60247252.0,0.5131,AC155640.1,downstream
prL47127,chr10,91122256.0,91123255.0,0.5131,Slc25a3,genic
prL47128,chr11,53771499.0,53772498.0,0.5131,Irf1,genic
prL47129,chr11,79128499.0,79129498.0,0.5131,Ksr1,genic
prL47130,chr16,8666908.0,8667907.0,0.5131,Carhsp1,genic
prL47131,chr16,94169394.0,94170393.0,0.5131,Hlcs,genic
prL47132,chr17,26550056.0,26551055.0,0.5131,1700049J03Rik,downstream
prL47133,chr19,5715001.0,5716000.0,0.5131,Ehbp1l1,genic
prL47134,chr19,46314511.0,46315510.0,0.5131,Psd,genic
prL47135,chr2,30670481.0,30671480.0,0.5131,RP23-100E9.2,genic
prL47136,chr3,79592079.0,79593078.0,0.5131,Ppid,genic
prL47137,chr6,145174481.0,145175480.0,0.5131,Lrmp,genic
prL47138,chr7,108935487.0,108936486.0,0.5131,Eif3f,genic
prL47139,chr7,118295487.0,118296486.0,0.5131,U6,intergenic
prL47140,chr8,80813102.0,80814101.0,0.5131,Gab1,genic
prL47141,chr9,21556557.0,21557556.0,0.5131,Carm1,genic
prL47142,chr9,48596896.0,48597895.0,0.5131,Nnmt,overlapTSS
prL47143,chr1,151569871.0,151570870.0,0.513,Fam129a,upstream
prL47144,chr1,171194870.0,171195869.0,0.513,Pcp4l1,genic
prL47145,chr14,68084944.0,68085943.0,0.513,Nefm,genic
prL47146,chr16,22437928.0,22438927.0,0.513,Etv5,genic
prL47147,chr17,24044034.0,24045033.0,0.513,Prss27,genic
prL47148,chr17,29448056.0,29449055.0,0.513,AC163629.1,intergenic
prL47149,chr19,44377511.0,44378510.0,0.513,Scd1,intergenic
prL47150,chr19,46046511.0,46047510.0,0.513,Pprc1,genic
prL47151,chr2,135717265.0,135718264.0,0.513,Plcb4,genic
prL47152,chr2,163083265.0,163084264.0,0.513,Mybl2,genic
prL47153,chr2,167585501.0,167586500.0,0.513,RP23-118A2.9,genic
prL47154,chr3,121531083.0,121532082.0,0.513,Slc44a3,genic
prL47155,chr4,43975129.0,43976128.0,0.513,Glipr2,genic
prL47156,chr5,118514992.0,118515991.0,0.513,AC132338.1,intergenic
prL47157,chr7,80377115.0,80378114.0,0.513,Fes,genic
prL47158,chr7,141220102.0,141221101.0,0.513,mmu-mir-210,downstream
prL47159,chr8,120670101.0,120671100.0,0.513,Galnt2,genic
prL47160,chrX,103236662.0,103237661.0,0.513,4930519F16Rik,genic
prL47161,chr11,58867499.0,58868498.0,0.5129,2810021J22Rik,genic
prL47162,chr2,166186501.0,166187500.0,0.5129,5S_rRNA,upstream
prL47163,chr3,68491079.0,68492078.0,0.5129,Schip1,upstream
prL47164,chr3,89365079.0,89366078.0,0.5129,Dcst1,overlapTSS
prL47165,chr5,115937992.0,115938991.0,0.5129,Cit,genic
prL47166,chr5,141043047.0,141044046.0,0.5129,Card11,intergenic
prL47167,chr6,85194007.0,85195006.0,0.5129,Emx1,genic
prL47168,chr7,34972982.0,34973981.0,0.5129,Pepd,genic
prL47169,chr7,45299631.0,45300630.0,0.5129,Trpm4,downstream
prL47170,chr7,92742491.0,92743490.0,0.5129,Rab30,genic
prL47171,chr10,80740256.0,80741255.0,0.5128,Ap3d1,genic
prL47172,chr11,97684687.0,97685686.0,0.5128,Mllt6,genic
prL47173,chr14,55852164.0,55853163.0,0.5128,Nynrin,upstream
prL47174,chr14,67229164.0,67230163.0,0.5128,Ebf2,upstream
prL47175,chr16,89896756.0,89897755.0,0.5128,Tiam1,genic
prL47176,chr17,37044056.0,37045055.0,0.5128,Gabbr1,upstream
prL47177,chr17,70780661.0,70781660.0,0.5128,Dlgap1,genic
prL47178,chr2,168576501.0,168577500.0,0.5128,Nfatc2,genic
prL47179,chr3,41589079.0,41590078.0,0.5128,Phf17,genic
prL47180,chr3,101831078.0,101832077.0,0.5128,BC037703,genic
prL47181,chr5,125385631.0,125386630.0,0.5128,Ubc,genic
prL47182,chr5,136622131.0,136623130.0,0.5128,4731417B20Rik,upstream
prL47183,chr7,43326631.0,43327630.0,0.5128,Zfp715,intergenic
prL47184,chr7,66688115.0,66689114.0,0.5128,Asb7,overlapTSS
prL47185,chr7,126692487.0,126693486.0,0.5128,Giyd2,genic
prL47186,chr8,69940102.0,69941101.0,0.5128,Gatad2a,genic
prL47187,chr9,97111582.0,97112581.0,0.5128,Slc25a36,upstream
prL47188,chr1,166055870.0,166056869.0,0.5127,Dusp27,intergenic
prL47189,chr11,94732687.0,94733686.0,0.5127,Cdc34-ps,upstream
prL47190,chr11,94935687.0,94936686.0,0.5127,Col1a1,overlapTSS
prL47191,chr16,31069915.0,31070914.0,0.5127,AI480653,genic
prL47192,chr16,78237756.0,78238755.0,0.5127,SNORA17,upstream
prL47193,chr17,48095051.0,48096050.0,0.5127,1700067P10Rik,downstream
prL47194,chr19,6512001.0,6513000.0,0.5127,Nrxn2,genic
prL47195,chr19,25231511.0,25232510.0,0.5127,Kank1,upstream
prL47196,chr3,88298079.0,88299078.0,0.5127,Cct3,genic
prL47197,chr4,33908026.0,33909025.0,0.5127,Cnr1,intergenic
prL47198,chr4,124671757.0,124672756.0,0.5127,Utp11l,downstream
prL47199,chr4,134759086.0,134760085.0,0.5127,Ldlrap1,genic
prL47200,chr4,139126086.0,139127085.0,0.5127,2310028O11Rik,genic
prL47201,chr5,116310992.0,116311991.0,0.5127,RP24-79A6.3,upstream
prL47202,chr5,139355047.0,139356046.0,0.5127,AC161058.1,genic
prL47203,chr6,124769983.0,124770982.0,0.5127,Lrrc23,genic
prL47204,chr7,82808491.0,82809490.0,0.5127,Eftud1,intergenic
prL47205,chr7,126929487.0,126930486.0,0.5127,Kctd13,genic
prL47206,chr7,142506096.0,142507095.0,0.5127,AL603651.1,overlapTSS
prL47207,chr7,143375096.0,143376095.0,0.5127,Kcnq1,genic
prL47208,chr10,79798256.0,79799255.0,0.5126,Palm,genic
prL47209,chr11,6227998.0,6228997.0,0.5126,Npc1l1,genic
prL47210,chr12,100137791.0,100138790.0,0.5126,BC002230,genic
prL47211,chr13,48965632.0,48966631.0,0.5126,Fam120a,genic
prL47212,chr13,63979693.0,63980692.0,0.5126,Hsd17b3,intergenic
prL47213,chr15,8629001.0,8630000.0,0.5126,Slc1a3,downstream
prL47214,chr15,99488570.0,99489569.0,0.5126,Faim2,downstream
prL47215,chr17,24674056.0,24675055.0,0.5126,Zfp598,genic
prL47216,chr17,45535052.0,45536051.0,0.5126,Tcte1,genic
prL47217,chr2,157736265.0,157737264.0,0.5126,Ctnnbl1,upstream
prL47218,chr3,152107037.0,152108036.0,0.5126,Gipc2,genic
prL47219,chr4,156193892.0,156194891.0,0.5126,Agrn,genic
prL47220,chr6,90636007.0,90637006.0,0.5126,Slc41a3,genic
prL47221,chr7,27732982.0,27733981.0,0.5126,Zfp60,genic
prL47222,chr7,70359115.0,70360114.0,0.5126,Nr2f2,genic
prL47223,chr7,116294487.0,116295486.0,0.5126,Plekha7,genic
prL47224,chr8,121359101.0,121360100.0,0.5126,Galnt2,genic
prL47225,chr9,21221557.0,21222556.0,0.5126,AC163637.1,upstream
prL47226,chr9,99147582.0,99148581.0,0.5126,Pik3cb,upstream
prL47227,chr9,120731883.0,120732882.0,0.5126,7SK,intergenic
prL47228,chr12,111006791.0,111007790.0,0.5125,Ankrd9,intergenic
prL47229,chr14,20927779.0,20928778.0,0.5125,Vcl,upstream
prL47230,chr14,64649164.0,64650163.0,0.5125,Kif13b,upstream
prL47231,chr16,90304756.0,90305755.0,0.5125,Sfrs15,intergenic
prL47232,chr17,37029056.0,37030055.0,0.5125,Mog,upstream
prL47233,chr19,5426001.0,5427000.0,0.5125,RP23-140G16.1,genic
prL47234,chr2,173342500.0,173343499.0,0.5125,RP23-18F9.3,intergenic
prL47235,chr2,179444296.0,179445295.0,0.5125,Cdh4,genic
prL47236,chr4,139302086.0,139303085.0,0.5125,Pqlc2,genic
prL47237,chr4,152260892.0,152261891.0,0.5125,Acot7,genic
prL47238,chr5,129214126.0,129215125.0,0.5125,Gpr133,downstream
prL47239,chr6,29639001.0,29640000.0,0.5125,Tnpo3,intergenic
prL47240,chr11,19846998.0,19847997.0,0.5124,RP23-5M21.3,intergenic
prL47241,chr11,100292687.0,100293686.0,0.5124,RP23-392I3.5,genic
prL47242,chr11,118469687.0,118470686.0,0.5124,RP23-159O6.4,downstream
prL47243,chr13,99028046.0,99029045.0,0.5124,7SK,intergenic
prL47244,chr17,25744056.0,25745055.0,0.5124,Mslnl,genic
prL47245,chr17,43158052.0,43159051.0,0.5124,Tnfrsf21,intergenic
prL47246,chr18,37842347.0,37843346.0,0.5124,Diap1,downstream
prL47247,chr18,37957347.0,37958346.0,0.5124,Rell2,genic
prL47248,chr4,8920854.0,8921853.0,0.5124,RP23-373N5.1,intergenic
prL47249,chr4,140539086.0,140540085.0,0.5124,Arhgef10l,genic
prL47250,chr4,154358892.0,154359891.0,0.5124,Prdm16,genic
prL47251,chr5,37824762.0,37825761.0,0.5124,Msx1,upstream
prL47252,chr5,136085131.0,136086130.0,0.5124,Rasa4,genic
prL47253,chr5,136780131.0,136781130.0,0.5124,Emid2,genic
prL47254,chr6,142879481.0,142880480.0,0.5124,St8sia1,genic
prL47255,chr8,11706001.0,11707000.0,0.5124,AC126800.1,upstream
prL47256,chr9,70260194.0,70261193.0,0.5124,Myo1e,genic
prL47257,chr9,103158671.0,103159670.0,0.5124,Cdv3,genic
prL47258,chr10,94520256.0,94521255.0,0.5123,Tmcc3,genic
prL47259,chr11,3305998.0,3306997.0,0.5123,Patz1,genic
prL47260,chr11,58030499.0,58031498.0,0.5123,Larp1,genic
prL47261,chr11,94158687.0,94159686.0,0.5123,RP23-378I13.5,downstream
prL47262,chr11,115181687.0,115182686.0,0.5123,Nat9,downstream
prL47263,chr12,102441791.0,102442790.0,0.5123,Lgmn,upstream
prL47264,chr13,36579132.0,36580131.0,0.5123,Fars2,intergenic
prL47265,chr14,21483779.0,21484778.0,0.5123,Myst4,intergenic
prL47266,chr15,85903571.0,85904570.0,0.5123,Celsr1,genic
prL47267,chr19,55744511.0,55745510.0,0.5123,Tcf7l2,genic
prL47268,chr2,71745944.0,71746943.0,0.5123,Itga6,genic
prL47269,chr6,84061007.0,84062006.0,0.5123,Dysf,genic
prL47270,chr7,126809487.0,126810486.0,0.5123,AC124505.11,upstream
prL47271,chr9,44108918.0,44109917.0,0.5123,Rnf26,genic
prL47272,chr10,18194195.0,18195194.0,0.5122,Ccdc28a,intergenic
prL47273,chr12,73385014.0,73386013.0,0.5122,D830013O20Rik,genic
prL47274,chr14,24142779.0,24143778.0,0.5122,Dlg5,genic
prL47275,chr15,89168571.0,89169570.0,0.5122,Plxnb2,genic
prL47276,chr18,84708609.0,84709608.0,0.5122,AC142448.2,downstream
prL47277,chr19,34879511.0,34880510.0,0.5122,AC113244.4,genic
prL47278,chr3,97680078.0,97681077.0,0.5122,Prkab2,downstream
prL47279,chr4,125158757.0,125159756.0,0.5122,Zc3h12a,intergenic
prL47280,chr5,128813126.0,128814125.0,0.5122,Rimbp2,genic
prL47281,chr6,136475480.0,136476479.0,0.5122,RP23-100O18.1,intergenic
prL47282,chr9,61300194.0,61301193.0,0.5122,Gm10655,intergenic
prL47283,chr1,39010156.0,39011155.0,0.5121,Pdcl3,intergenic
prL47284,chr10,56114195.0,56115194.0,0.5121,D630037F22Rik,genic
prL47285,chr11,95104687.0,95105686.0,0.5121,Dlx3,intergenic
prL47286,chr14,8206487.0,8207486.0,0.5121,Kctd6,upstream
prL47287,chr18,53551347.0,53552346.0,0.5121,Prdm6,genic
prL47288,chr4,135926086.0,135927085.0,0.5121,Fuca1,genic
prL47289,chr8,72476102.0,72477101.0,0.5121,Cherp,upstream
prL47290,chr8,87606102.0,87607101.0,0.5121,4933402J07Rik,intergenic
prL47291,chr9,61324194.0,61325193.0,0.5121,Gm10655,intergenic
prL47292,chr1,136228424.0,136229423.0,0.512,5730559C18Rik,genic
prL47293,chr10,80221256.0,80222255.0,0.512,Mum1,upstream
prL47294,chr11,73281499.0,73282498.0,0.512,Trpv3,genic
prL47295,chr11,95575687.0,95576686.0,0.512,Ngfr,genic
prL47296,chr12,52790014.0,52791013.0,0.512,Akap6,genic
prL47297,chr13,44408632.0,44409631.0,0.512,RP23-469C2.1,intergenic
prL47298,chr13,110005793.0,110006792.0,0.512,AI452195,intergenic
prL47299,chr18,76185347.0,76186346.0,0.512,Zbtb7c,intergenic
prL47300,chr19,46518511.0,46519510.0,0.512,Trim8,downstream
prL47301,chr2,26067481.0,26068480.0,0.512,Nacc2,genic
prL47302,chr3,87769079.0,87770078.0,0.512,Pear1,upstream
prL47303,chr5,63969762.0,63970761.0,0.512,Rell1,upstream
prL47304,chr5,120133992.0,120134991.0,0.512,Rbm19,genic
prL47305,chr7,4877399.0,4878398.0,0.512,AC157563.2,genic
prL47306,chr8,27109529.0,27110528.0,0.512,Gpr124,genic
prL47307,chr9,108576670.0,108577669.0,0.512,Wdr6,genic
prL47308,chr9,121316883.0,121317882.0,0.512,Trak1,genic
prL47309,chr10,67581253.0,67582252.0,0.5119,Gm10797,downstream
prL47310,chr11,4031998.0,4032997.0,0.5119,Sec14l4,genic
prL47311,chr14,46819326.0,46820325.0,0.5119,Gmfb,genic
prL47312,chr19,6420001.0,6421000.0,0.5119,Nrxn2,genic
prL47313,chr3,52069079.0,52070078.0,0.5119,Maml3,genic
prL47314,chr3,105825083.0,105826082.0,0.5119,Rap1a,intergenic
prL47315,chr5,36562352.0,36563351.0,0.5119,Tbc1d14,genic
prL47316,chr5,77263976.0,77264975.0,0.5119,Rest,upstream
prL47317,chr5,120699992.0,120700991.0,0.5119,Dtx1,genic
prL47318,chr7,98824491.0,98825490.0,0.5119,Wnt11,intergenic
prL47319,chr7,126794487.0,126795486.0,0.5119,Aldoa,genic
prL47320,chr8,69937102.0,69938101.0,0.5119,Gatad2a,genic
prL47321,chr8,116607101.0,116608100.0,0.5119,Cdyl2,genic
prL47322,chr9,86695968.0,86696967.0,0.5119,CAAA01037531.1.36077.2,genic
prL47323,chr9,108854670.0,108855669.0,0.5119,Slc26a6,genic
prL47324,chrX,160390069.0,160391068.0,0.5119,Gpr64,overlapTSS
prL47325,chr1,72945427.0,72946426.0,0.5118,Tnp1,intergenic
prL47326,chr10,79851256.0,79852255.0,0.5118,Ptbp1,upstream
prL47327,chr10,93261256.0,93262255.0,0.5118,Elk3,genic
prL47328,chr11,63952499.0,63953498.0,0.5118,Cox10,downstream
prL47329,chr11,88675687.0,88676686.0,0.5118,Msi2,genic
prL47330,chr11,88945687.0,88946686.0,0.5118,Scpep1,genic
prL47331,chr12,111502790.0,111503789.0,0.5118,AC122190.1,upstream
prL47332,chr18,75377347.0,75378346.0,0.5118,Smad7,genic
prL47333,chr19,10633511.0,10634510.0,0.5118,Vwce,overlapTSS
prL47334,chr2,32159481.0,32160480.0,0.5118,Bat2l,genic
prL47335,chr2,158153265.0,158154264.0,0.5118,Tgm2,upstream
prL47336,chr4,47245129.0,47246128.0,0.5118,Col15a1,genic
prL47337,chr5,65198762.0,65199761.0,0.5118,Wdr19,overlapTSS
prL47338,chr9,21726557.0,21727556.0,0.5118,Ldlr,genic
prL47339,chr1,165662870.0,165663869.0,0.5117,Rcsd1,genic
prL47340,chr1,167222870.0,167223869.0,0.5117,AC142244.1,genic
prL47341,chr11,6598998.0,6599997.0,0.5117,Nacad,genic
prL47342,chr11,28584001.0,28585000.0,0.5117,Ccdc85a,overlapTSS
prL47343,chr11,95185687.0,95186686.0,0.5117,RP23-13I22.3,downstream
prL47344,chr11,97560687.0,97561686.0,0.5117,P140,genic
prL47345,chr12,4475123.0,4476122.0,0.5117,Ncoa1,genic
prL47346,chr14,120802779.0,120803778.0,0.5117,U6,downstream
prL47347,chr15,73156571.0,73157570.0,0.5117,Eif2c2,genic
prL47348,chr16,8668908.0,8669907.0,0.5117,Carhsp1,genic
prL47349,chr16,31001915.0,31002914.0,0.5117,AI480653,genic
prL47350,chr18,38575347.0,38576346.0,0.5117,Spry4,downstream
prL47351,chr18,75901347.0,75902346.0,0.5117,Zbtb7c,genic
prL47352,chr19,47492511.0,47493510.0,0.5117,Obfc1,downstream
prL47353,chr2,158177265.0,158178264.0,0.5117,D630003M21Rik,downstream
prL47354,chr5,101860982.0,101861981.0,0.5117,Wdfy3,genic
prL47355,chr5,138115773.0,138116772.0,0.5117,Zscan21,upstream
prL47356,chr8,8711001.0,8712000.0,0.5117,Arglu1,intergenic
prL47357,chr10,76439256.0,76440255.0,0.5116,Pcnt,genic
prL47358,chr14,26376515.0,26377514.0,0.5116,RP23-71A1.2,genic
prL47359,chr14,65326164.0,65327163.0,0.5116,Fbxo16,downstream
prL47360,chr16,35591915.0,35592914.0,0.5116,Sema5b,genic
prL47361,chr17,27058056.0,27059055.0,0.5116,Itpr3,genic
prL47362,chr18,36528347.0,36529346.0,0.5116,Slc4a9,genic
prL47363,chr18,38928347.0,38929346.0,0.5116,Arhgap26,genic
prL47364,chr19,37685511.0,37686510.0,0.5116,Cyp26c1,overlapTSS
prL47365,chr3,94787079.0,94788078.0,0.5116,Cgn,upstream
prL47366,chr4,155288892.0,155289891.0,0.5116,Prkcz,genic
prL47367,chr5,52368762.0,52369761.0,0.5116,Sod3,genic
prL47368,chr7,25357982.0,25358981.0,0.5116,Megf8,genic
prL47369,chr8,126666101.0,126667100.0,0.5116,Irf2bp2,intergenic
prL47370,chr9,115038883.0,115039882.0,0.5116,Osbpl10,intergenic
prL47371,chr1,89921426.0,89922425.0,0.5115,Gbx2,downstream
prL47372,chr10,44380195.0,44381194.0,0.5115,Atg5,intergenic
prL47373,chr13,107022921.0,107023920.0,0.5115,Kif2a,upstream
prL47374,chr17,35539056.0,35540055.0,0.5115,Psors1c2,downstream
prL47375,chr17,64330661.0,64331660.0,0.5115,Pja2,genic
prL47376,chr19,4850001.0,4851000.0,0.5115,Ctsf,upstream
prL47377,chr2,31088481.0,31089480.0,0.5115,Fnbp1,genic
prL47378,chr4,46342129.0,46343128.0,0.5115,RP23-423O7.4,genic
prL47379,chr4,117100396.0,117101395.0,0.5115,Ptch2,genic
prL47380,chr4,127176757.0,127177756.0,0.5115,Dlgap3,genic
prL47381,chr5,109551982.0,109552981.0,0.5115,Crlf2,downstream
prL47382,chr5,112126981.0,112127980.0,0.5115,AC123795.1,intergenic
prL47383,chr5,114371992.0,114372991.0,0.5115,Kctd10,genic
prL47384,chr6,120527983.0,120528982.0,0.5115,Cecr5,genic
prL47385,chr7,98161491.0,98162490.0,0.5115,Capn5,genic
prL47386,chr8,84946102.0,84947101.0,0.5115,Rtbdn,overlapTSS
prL47387,chr8,122902101.0,122903100.0,0.5115,Galnt2,genic
prL47388,chr9,63735194.0,63736193.0,0.5115,Smad3,genic
prL47389,chrX,170005069.0,170006068.0,0.5115,Mid1,intergenic
prL47390,chr1,39956156.0,39957155.0,0.5114,Map4k4,genic
prL47391,chr11,96866687.0,96867686.0,0.5114,RP23-353J21.5,genic
prL47392,chr11,97809687.0,97810686.0,0.5114,Lasp1,genic
prL47393,chr11,114846687.0,114847686.0,0.5114,Gprc5c,upstream
prL47394,chr11,115408687.0,115409686.0,0.5114,Ict1,genic
prL47395,chr13,97196046.0,97197045.0,0.5114,Hexb,genic
prL47396,chr16,35600915.0,35601914.0,0.5114,Sema5b,genic
prL47397,chr17,27377056.0,27378055.0,0.5114,RP24-333C3.1,intergenic
prL47398,chr17,80496661.0,80497660.0,0.5114,Sos1,intergenic
prL47399,chr18,9280003.0,9281002.0,0.5114,Gjd4,genic
prL47400,chr19,3434001.0,3435000.0,0.5114,Gal,intergenic
prL47401,chr19,53040511.0,53041510.0,0.5114,Xpnpep1,upstream
prL47402,chr19,58452511.0,58453510.0,0.5114,Gfra1,genic
prL47403,chr2,165142501.0,165143500.0,0.5114,Cdh22,genic
prL47404,chr4,40226968.0,40227967.0,0.5114,Ddx58,genic
prL47405,chr5,112625981.0,112626980.0,0.5114,Sez6l,intergenic
prL47406,chr5,115275992.0,115276991.0,0.5114,Coq5,upstream
prL47407,chr5,141084047.0,141085046.0,0.5114,Card11,intergenic
prL47408,chr6,88226007.0,88227006.0,0.5114,RP23-74G1.2,upstream
prL47409,chr6,113887007.0,113888006.0,0.5114,Atp2b2,genic
prL47410,chr8,61243204.0,61244203.0,0.5114,Sh3rf1,genic
prL47411,chrX,12916875.0,12917874.0,0.5114,RP24-392J24.7,upstream
prL47412,chr10,4371539.0,4372538.0,0.5113,Zbtb2,genic
prL47413,chr11,77503499.0,77504498.0,0.5113,Git1,genic
prL47414,chr12,112555790.0,112556789.0,0.5113,Inf2,intergenic
prL47415,chr15,73641571.0,73642570.0,0.5113,Slc45a4,genic
prL47416,chr17,28015056.0,28016055.0,0.5113,Anks1,genic
prL47417,chr18,61649347.0,61650346.0,0.5113,mmu-mir-143,upstream
prL47418,chr2,32610481.0,32611480.0,0.5113,AL772271.1,genic
prL47419,chr5,116144992.0,116145991.0,0.5113,Ccdc60,genic
prL47420,chr5,117345992.0,117346991.0,0.5113,Vsig10,genic
prL47421,chr7,44252631.0,44253630.0,0.5113,2410002F23Rik,genic
prL47422,chr7,80134115.0,80135114.0,0.5113,AC164075.2,intergenic
prL47423,chr8,11438001.0,11439000.0,0.5113,Col4a2,genic
prL47424,chr1,74027427.0,74028426.0,0.5112,Tns1,intergenic
prL47425,chr10,44315195.0,44316194.0,0.5112,Atg5,genic
prL47426,chr10,79540256.0,79541255.0,0.5112,Mier2,genic
prL47427,chr10,81418256.0,81419255.0,0.5112,Nfic,genic
prL47428,chr10,117149945.0,117150944.0,0.5112,Frs2,upstream
prL47429,chr11,6366998.0,6367997.0,0.5112,Ogdh,intergenic
prL47430,chr11,100271687.0,100272686.0,0.5112,Krt42,upstream
prL47431,chr12,55450014.0,55451013.0,0.5112,Psma6,intergenic
prL47432,chr17,30192056.0,30193055.0,0.5112,Zfand3,genic
prL47433,chr4,131101086.0,131102085.0,0.5112,RP23-218C2.3,intergenic
prL47434,chr5,106756982.0,106757981.0,0.5112,Zfp644,intergenic
prL47435,chr5,142442047.0,142443046.0,0.5112,Foxk1,genic
