name,chr,start,end,abs_summit,pileup,fold_enrichment
ES_H3K27me3_peak_14108,chr7,24680511,24680698,24680554,15,3.48554
ES_H3K27me3_peak_14109,chr7,24829578,24829884,24829722,26,6.71041
ES_H3K27me3_peak_14110,chr7,24867841,24868109,24867946,22,2.99639
ES_H3K27me3_peak_14111,chr7,24871022,24871337,24871216,31,3.8938
ES_H3K27me3_peak_14112,chr7,24943473,24943803,24943637,40,3.81655
ES_H3K27me3_peak_14113,chr7,24945685,24946146,24945883,30,2.7886
ES_H3K27me3_peak_14114,chr7,24946698,24946887,24946778,30,2.83631
ES_H3K27me3_peak_14115,chr7,24955489,24956321,24955600,30,4.97114
ES_H3K27me3_peak_14116,chr7,25009609,25010146,25010010,21,3.74105
ES_H3K27me3_peak_14117,chr7,25011063,25011388,25011253,24,4.37644
ES_H3K27me3_peak_14118,chr7,25146503,25146766,25146647,23,5.96481
ES_H3K27me3_peak_14119,chr7,25177668,25178326,25177839,36,3.49902
ES_H3K27me3_peak_14120,chr7,25180137,25180822,25180607,40,3.65129
ES_H3K27me3_peak_14121,chr7,25301745,25302394,25301978,27,6.76067
ES_H3K27me3_peak_14122,chr7,25368551,25368843,25368613,13,3.2343
ES_H3K27me3_peak_14123,chr7,25369120,25369386,25369350,15,3.57286
ES_H3K27me3_peak_14124,chr7,25394460,25394834,25394600,18,4.72214
ES_H3K27me3_peak_14125,chr7,25673725,25674281,25673879,16,4.08624
ES_H3K27me3_peak_14126,chr7,25674358,25674721,25674443,16,3.9616
ES_H3K27me3_peak_14127,chr7,25688379,25688903,25688701,29,4.61695
ES_H3K27me3_peak_14128,chr7,25900917,25901234,25901057,18,3.35909
ES_H3K27me3_peak_14129,chr7,26006665,26006851,26006723,15,3.69635
ES_H3K27me3_peak_14130,chr7,26578738,26578989,26578896,16,4.22508
ES_H3K27me3_peak_14131,chr7,26753650,26753871,26753756,13,3.47947
ES_H3K27me3_peak_14132,chr7,27372765,27373023,27372891,17,4.47361
ES_H3K27me3_peak_14133,chr7,27407759,27408068,27407898,20,3.51512
ES_H3K27me3_peak_14134,chr7,27445493,27446016,27445614,22,5.71628
ES_H3K27me3_peak_14135,chr7,27446818,27447275,27446938,18,4.72214
ES_H3K27me3_peak_14136,chr7,27657191,27657468,27657287,20,3.80063
ES_H3K27me3_peak_14137,chr7,27658569,27658828,27658656,14,2.84976
ES_H3K27me3_peak_14138,chr7,27827240,27827441,27827345,24,3.34663
ES_H3K27me3_peak_14139,chr7,27898792,27899061,27898941,25,4.49267
ES_H3K27me3_peak_14140,chr7,27900219,27900444,27900334,20,3.571
ES_H3K27me3_peak_14141,chr7,27909187,27909481,27909352,12,3.09693
ES_H3K27me3_peak_14142,chr7,28119227,28119424,28119381,15,3.97654
ES_H3K27me3_peak_14143,chr7,28293191,28293454,28293351,30,4.56084
ES_H3K27me3_peak_14144,chr7,28293614,28293853,28293725,21,3.3189
ES_H3K27me3_peak_14145,chr7,29020504,29021065,29020843,30,6.08404
ES_H3K27me3_peak_14146,chr7,29054177,29054494,29054281,19,4.12184
ES_H3K27me3_peak_14147,chr7,29231621,29232020,29231716,20,4.00389
ES_H3K27me3_peak_14148,chr7,29233206,29233431,29233367,18,3.66173
ES_H3K27me3_peak_14149,chr7,29308514,29308745,29308658,20,5.21921
ES_H3K27me3_peak_14150,chr7,29309944,29310130,29310025,16,4.22508
ES_H3K27me3_peak_14151,chr7,29535844,29536096,29535933,25,3.42056
ES_H3K27me3_peak_14152,chr7,29576677,29576991,29576891,34,2.59421
ES_H3K27me3_peak_14153,chr7,29577685,29577880,29577794,31,2.31411
ES_H3K27me3_peak_14154,chr7,29784815,29785004,29784939,16,4.22508
ES_H3K27me3_peak_14155,chr7,30348983,30349361,30349300,20,3.50415
ES_H3K27me3_peak_14156,chr7,30378510,30378934,30378624,21,4.69694
ES_H3K27me3_peak_14157,chr7,30379409,30379602,30379494,21,4.44831
ES_H3K27me3_peak_14158,chr7,30533575,30533973,30533735,30,4.54832
ES_H3K27me3_peak_14159,chr7,30536334,30536833,30536686,23,3.9072
ES_H3K27me3_peak_14160,chr7,30633286,30633472,30633354,14,3.43564
ES_H3K27me3_peak_14161,chr7,30716483,30716822,30716642,21,4.99614
ES_H3K27me3_peak_14162,chr7,30818799,30819064,30818921,19,4.44751
ES_H3K27me3_peak_14163,chr7,30870609,30870844,30870727,15,3.97654
ES_H3K27me3_peak_14164,chr7,30938447,30938826,30938681,20,5.21921
ES_H3K27me3_peak_14165,chr7,30938919,30939145,30939091,15,3.97654
ES_H3K27me3_peak_14166,chr7,31043007,31043369,31043121,24,3.15696
ES_H3K27me3_peak_14167,chr7,31050498,31051010,31050776,36,3.8162
ES_H3K27me3_peak_14168,chr7,31052213,31052399,31052368,25,2.86394
ES_H3K27me3_peak_14169,chr7,31125403,31126197,31125975,27,6.09969
ES_H3K27me3_peak_14170,chr7,33459148,33459488,33459252,17,4.47361
ES_H3K27me3_peak_14171,chr7,33932642,33932848,33932720,23,4.7804
ES_H3K27me3_peak_14172,chr7,34449556,34450007,34449830,18,3.91575
ES_H3K27me3_peak_14173,chr7,34471497,34471879,34471729,13,3.47947
ES_H3K27me3_peak_14174,chr7,34566279,34566465,34566371,14,3.72801
ES_H3K27me3_peak_14175,chr7,34653430,34653659,34653517,20,5.21921
ES_H3K27me3_peak_14176,chr7,34675727,34675922,34675799,14,3.72801
ES_H3K27me3_peak_14177,chr7,34810251,34810652,34810489,31,2.9278
ES_H3K27me3_peak_14178,chr7,34810840,34811236,34810995,39,3.63488
ES_H3K27me3_peak_14179,chr7,34813485,34813780,34813642,36,3.23579
ES_H3K27me3_peak_14180,chr7,34833735,34834033,34833832,15,3.84588
ES_H3K27me3_peak_14181,chr7,35077548,35077792,35077700,20,5.21921
ES_H3K27me3_peak_14182,chr7,35117379,35117807,35117654,50,4.65027
ES_H3K27me3_peak_14183,chr7,35120808,35121067,35120965,25,2.5583
ES_H3K27me3_peak_14184,chr7,35183958,35184548,35184138,31,3.21977
ES_H3K27me3_peak_14185,chr7,35185713,35186010,35185896,25,2.54426
ES_H3K27me3_peak_14186,chr7,35216103,35216476,35216282,28,3.77806
ES_H3K27me3_peak_14187,chr7,35216529,35217021,35216713,29,3.89884
ES_H3K27me3_peak_14188,chr7,35244232,35244473,35244376,29,6.87128
ES_H3K27me3_peak_14189,chr7,35280093,35280289,35280174,15,3.97654
ES_H3K27me3_peak_14190,chr7,35335488,35336878,35335847,31,3.74878
ES_H3K27me3_peak_14191,chr7,35574188,35574505,35574335,14,3.45042
ES_H3K27me3_peak_14192,chr7,35583217,35583494,35583314,18,4.05645
ES_H3K27me3_peak_14193,chr7,35583635,35584469,35584305,28,6.26648
ES_H3K27me3_peak_14194,chr7,35938923,35939172,35939079,16,4.06796
ES_H3K27me3_peak_14195,chr7,36015875,36016070,36015962,17,4.47361
ES_H3K27me3_peak_14196,chr7,36072630,36072822,36072656,15,3.21085
ES_H3K27me3_peak_14197,chr7,36107310,36107525,36107421,25,6.46188
ES_H3K27me3_peak_14198,chr7,36579335,36579589,36579459,21,4.93329
ES_H3K27me3_peak_14199,chr7,36583721,36583965,36583848,15,3.68045
ES_H3K27me3_peak_14200,chr7,36694624,36695163,36695065,39,2.76907
ES_H3K27me3_peak_14201,chr7,36699548,36700398,36700097,32,3.9349
ES_H3K27me3_peak_14202,chr7,37179039,37179293,37179116,16,3.30007
ES_H3K27me3_peak_14203,chr7,37194785,37195013,37194867,25,2.75608
ES_H3K27me3_peak_14204,chr7,37361347,37361569,37361521,15,3.81161
ES_H3K27me3_peak_14205,chr7,37435180,37435378,37435311,18,3.35909
ES_H3K27me3_peak_14206,chr7,37443767,37443961,37443871,20,3.98967
ES_H3K27me3_peak_14207,chr7,37596441,37596675,37596613,25,3.42899
ES_H3K27me3_peak_14208,chr7,37623535,37623929,37623609,31,3.31971
ES_H3K27me3_peak_14209,chr7,37625282,37625562,37625436,32,3.50505
ES_H3K27me3_peak_14210,chr7,37679009,37679202,37679113,20,3.94759
ES_H3K27me3_peak_14211,chr7,37767097,37767360,37767197,33,2.68376
ES_H3K27me3_peak_14212,chr7,37767857,37768263,37767998,35,2.87129
ES_H3K27me3_peak_14213,chr7,37773667,37774121,37773801,45,3.477
ES_H3K27me3_peak_14214,chr7,37807452,37807646,37807527,19,4.17005
ES_H3K27me3_peak_14215,chr7,38119527,38119828,38119665,19,3.66932
ES_H3K27me3_peak_14216,chr7,38120081,38120307,38120225,21,4.02245
ES_H3K27me3_peak_14217,chr7,38278668,38278963,38278784,20,5.00274
ES_H3K27me3_peak_14218,chr7,38594503,38594756,38594680,14,3.6884
ES_H3K27me3_peak_14219,chr7,39587740,39588435,39588028,27,5.33852
ES_H3K27me3_peak_14220,chr7,39718963,39719155,39719097,13,3.47947
ES_H3K27me3_peak_14221,chr7,39835211,39835508,39835368,15,3.97654
ES_H3K27me3_peak_14222,chr7,40703814,40704000,40703898,13,3.24834
ES_H3K27me3_peak_14223,chr7,40772877,40773160,40772995,27,6.14979
ES_H3K27me3_peak_14224,chr7,40901828,40902211,40902087,31,2.65935
ES_H3K27me3_peak_14225,chr7,40903447,40903682,40903520,26,2.5354
ES_H3K27me3_peak_14226,chr7,41471336,41471608,41471460,16,3.61502
ES_H3K27me3_peak_14227,chr7,41798477,41798735,41798640,16,4.22508
ES_H3K27me3_peak_14228,chr7,42462315,42462501,42462383,17,4.47361
ES_H3K27me3_peak_14229,chr7,43464214,43464566,43464389,26,5.37795
ES_H3K27me3_peak_14230,chr7,43476062,43476429,43476227,25,3.98987
ES_H3K27me3_peak_14231,chr7,43477229,43477677,43477455,25,4.10775
ES_H3K27me3_peak_14232,chr7,43756819,43757019,43756911,22,3.58088
ES_H3K27me3_peak_14233,chr7,43783397,43783602,43783447,14,3.63822
ES_H3K27me3_peak_14234,chr7,43783927,43784201,43784027,14,3.70544
ES_H3K27me3_peak_14235,chr7,43821020,43821258,43821089,14,3.46532
ES_H3K27me3_peak_14236,chr7,43869291,43869480,43869418,16,4.12331
ES_H3K27me3_peak_14237,chr7,43937804,43938048,43937956,23,5.18605
ES_H3K27me3_peak_14238,chr7,44309363,44309839,44309537,22,4.49746
ES_H3K27me3_peak_14239,chr7,44338424,44338833,44338514,22,3.36533
ES_H3K27me3_peak_14240,chr7,44406409,44406792,44406685,16,4.22508
ES_H3K27me3_peak_14241,chr7,44427577,44427778,44427678,21,3.59254
ES_H3K27me3_peak_14242,chr7,44429751,44429939,44429897,19,3.4559
ES_H3K27me3_peak_14243,chr7,44440878,44441303,44441034,25,5.21764
ES_H3K27me3_peak_14244,chr7,44476683,44476954,44476915,36,2.33196
ES_H3K27me3_peak_14245,chr7,44480672,44480936,44480802,39,2.43217
ES_H3K27me3_peak_14246,chr7,44587489,44587740,44587578,16,4.22508
ES_H3K27me3_peak_14247,chr7,44587951,44588194,44588085,14,3.72801
ES_H3K27me3_peak_14248,chr7,45164686,45165090,45164985,21,3.47579
ES_H3K27me3_peak_14249,chr7,45365586,45365772,45365685,14,3.37777
ES_H3K27me3_peak_14250,chr7,45369478,45369821,45369707,19,4.97068
ES_H3K27me3_peak_14251,chr7,45405921,45406121,45406054,19,3.68195
ES_H3K27me3_peak_14252,chr7,45407117,45407323,45407215,19,3.35824
ES_H3K27me3_peak_14253,chr7,45698838,45699631,45699197,34,6.31302
ES_H3K27me3_peak_14254,chr7,45831944,45832355,45832188,20,3.36754
ES_H3K27me3_peak_14255,chr7,45834377,45835376,45834914,27,4.07462
ES_H3K27me3_peak_14256,chr7,45871146,45871707,45871345,18,4.72214
ES_H3K27me3_peak_14257,chr7,46178876,46179365,46179209,29,4.31866
ES_H3K27me3_peak_14258,chr7,46301829,46302243,46302064,25,6.46188
ES_H3K27me3_peak_14259,chr7,46395280,46396108,46395711,32,3.55446
ES_H3K27me3_peak_14260,chr7,46398257,46398443,46398414,26,2.89653
ES_H3K27me3_peak_14261,chr7,46398535,46398764,46398648,27,3.00985
ES_H3K27me3_peak_14262,chr7,46666847,46667222,46666901,24,3.06997
ES_H3K27me3_peak_14263,chr7,46959240,46959560,46959356,22,5.71628
ES_H3K27me3_peak_14264,chr7,46968006,46968251,46968178,25,5.48523
ES_H3K27me3_peak_14265,chr7,46982923,46983139,46983045,20,4.36155
ES_H3K27me3_peak_14266,chr7,47133336,47134215,47133911,31,3.22584
ES_H3K27me3_peak_14267,chr7,47760344,47760599,47760458,15,3.97654
ES_H3K27me3_peak_14268,chr7,47855106,47855436,47855288,18,3.68832
ES_H3K27me3_peak_14269,chr7,47912714,47913091,47912827,20,3.52615
ES_H3K27me3_peak_14270,chr7,47913151,47913421,47913312,19,3.36882
ES_H3K27me3_peak_14271,chr7,48122854,48123184,48122939,17,4.1405
ES_H3K27me3_peak_14272,chr7,48123255,48123558,48123461,17,4.38575
ES_H3K27me3_peak_14273,chr7,48139041,48139336,48139207,23,4.29992
ES_H3K27me3_peak_14274,chr7,48143866,48144084,48143947,15,2.74697
ES_H3K27me3_peak_14275,chr7,48548247,48548481,48548351,15,3.97654
ES_H3K27me3_peak_14276,chr7,48632252,48632493,48632415,16,4.22508
ES_H3K27me3_peak_14277,chr7,48747556,48747873,48747711,17,4.17643
ES_H3K27me3_peak_14278,chr7,48882870,48883056,48882966,22,3.16608
ES_H3K27me3_peak_14279,chr7,48883394,48883839,48883669,25,3.52461
ES_H3K27me3_peak_14280,chr7,48946628,48947102,48946990,22,4.36963
ES_H3K27me3_peak_14281,chr7,49054915,49055111,49055032,15,3.76134
ES_H3K27me3_peak_14282,chr7,49180436,49180626,49180530,19,4.09031
ES_H3K27me3_peak_14283,chr7,49231073,49231293,49231182,23,4.65893
ES_H3K27me3_peak_14284,chr7,49245134,49245342,49245281,29,3.4099
ES_H3K27me3_peak_14285,chr7,49247482,49247770,49247605,23,2.96762
ES_H3K27me3_peak_14286,chr7,49305421,49305676,49305550,15,3.17511
ES_H3K27me3_peak_14287,chr7,49634067,49634437,49634329,52,2.63287
ES_H3K27me3_peak_14288,chr7,49637200,49637386,49637340,40,1.96027
ES_H3K27me3_peak_14289,chr7,49661268,49661538,49661369,28,3.56936
ES_H3K27me3_peak_14290,chr7,49677427,49678090,49677773,42,4.49574
ES_H3K27me3_peak_14291,chr7,49742960,49743180,49743125,20,3.9064
ES_H3K27me3_peak_14292,chr7,49752047,49752565,49752143,18,4.19028
ES_H3K27me3_peak_14293,chr7,49909502,49909705,49909638,35,2.90159
ES_H3K27me3_peak_14294,chr7,50531136,50531380,50531217,16,4.22508
ES_H3K27me3_peak_14295,chr7,50607150,50607348,50607210,19,4.89536
ES_H3K27me3_peak_14296,chr7,51357799,51357989,51357908,16,4.22508
ES_H3K27me3_peak_14297,chr7,51511774,51512239,51511966,29,3.23785
ES_H3K27me3_peak_14298,chr7,51623112,51623447,51623275,42,2.70374
ES_H3K27me3_peak_14299,chr7,52006869,52007320,52007020,15,3.81161
ES_H3K27me3_peak_14300,chr7,52258608,52258795,52258730,15,3.72856
ES_H3K27me3_peak_14301,chr7,52355698,52355890,52355814,21,5.46774
ES_H3K27me3_peak_14302,chr7,52782089,52782275,52782187,17,3.30239
ES_H3K27me3_peak_14303,chr7,52846937,52847157,52847032,21,5.24097
ES_H3K27me3_peak_14304,chr7,52856376,52856591,52856447,16,3.99643
ES_H3K27me3_peak_14305,chr7,52857127,52857313,52857212,17,4.00276
ES_H3K27me3_peak_14306,chr7,53204298,53204579,53204462,20,4.29483
ES_H3K27me3_peak_14307,chr7,53247266,53247486,53247337,15,3.97654
ES_H3K27me3_peak_14308,chr7,53271871,53272057,53271937,14,3.32182
ES_H3K27me3_peak_14309,chr7,53556564,53557098,53556831,18,4.04032
ES_H3K27me3_peak_14310,chr7,53575160,53575380,53575225,16,3.20694
ES_H3K27me3_peak_14311,chr7,54117393,54117587,54117466,15,3.97654
ES_H3K27me3_peak_14312,chr7,54834510,54834696,54834650,22,2.9321
ES_H3K27me3_peak_14313,chr7,54834770,54835267,54835141,32,4.18697
ES_H3K27me3_peak_14314,chr7,54907874,54908060,54908019,15,3.3889
ES_H3K27me3_peak_14315,chr7,54972086,54972334,54972224,16,4.22508
ES_H3K27me3_peak_14316,chr7,55141226,55141546,55141371,21,5.46774
ES_H3K27me3_peak_14317,chr7,55181553,55181739,55181646,18,3.81289
ES_H3K27me3_peak_14318,chr7,55209607,55209797,55209671,16,4.18019
ES_H3K27me3_peak_14319,chr7,55286354,55286575,55286500,15,3.57286
ES_H3K27me3_peak_14320,chr7,55484957,55485251,55485092,15,3.97654
ES_H3K27me3_peak_14321,chr7,55597332,55598322,55598145,27,5.61899
ES_H3K27me3_peak_14322,chr7,55647307,55647545,55647450,14,3.11539
ES_H3K27me3_peak_14323,chr7,57387550,57387808,57387653,34,3.33346
ES_H3K27me3_peak_14324,chr7,57508296,57508660,57508499,41,3.29094
ES_H3K27me3_peak_14325,chr7,57511241,57511434,57511323,29,2.39275
ES_H3K27me3_peak_14326,chr7,57589362,57589815,57589725,28,4.69263
ES_H3K27me3_peak_14327,chr7,57982290,57982495,57982414,17,3.81251
ES_H3K27me3_peak_14328,chr7,58037243,58037429,58037302,15,3.91629
ES_H3K27me3_peak_14329,chr7,58069728,58070211,58069907,20,4.65054
ES_H3K27me3_peak_14330,chr7,58441470,58441711,58441637,13,3.36514
ES_H3K27me3_peak_14331,chr7,58656494,58656700,58656631,25,2.75062
ES_H3K27me3_peak_14332,chr7,58657118,58657346,58657219,25,2.69726
ES_H3K27me3_peak_14333,chr7,58657545,58657787,58657706,27,2.90475
ES_H3K27me3_peak_14334,chr7,58659308,58659588,58659537,24,2.67125
ES_H3K27me3_peak_14335,chr7,59641087,59641293,59641115,14,3.72801
ES_H3K27me3_peak_14336,chr7,60073988,60074239,60074086,25,6.03262
ES_H3K27me3_peak_14337,chr7,60154699,60155033,60154955,15,3.97654
ES_H3K27me3_peak_14338,chr7,60165306,60165766,60165489,21,4.872
ES_H3K27me3_peak_14339,chr7,60284265,60284463,60284392,19,3.85446
ES_H3K27me3_peak_14340,chr7,60294108,60294294,60294164,13,3.26249
ES_H3K27me3_peak_14341,chr7,60320248,60320467,60320378,19,4.97068
ES_H3K27me3_peak_14342,chr7,60774724,60774968,60774856,16,4.22508
ES_H3K27me3_peak_14343,chr7,61180963,61181149,61181036,14,3.43564
ES_H3K27me3_peak_14344,chr7,61247247,61247444,61247308,19,4.6607
ES_H3K27me3_peak_14345,chr7,61474492,61474746,61474645,21,4.69694
ES_H3K27me3_peak_14346,chr7,61575373,61575659,61575536,16,3.9616
ES_H3K27me3_peak_14347,chr7,61578267,61578540,61578444,19,3.89658
ES_H3K27me3_peak_14348,chr7,61623271,61623664,61623455,26,6.46088
ES_H3K27me3_peak_14349,chr7,61803179,61803382,61803265,14,3.72801
ES_H3K27me3_peak_14350,chr7,61880015,61880255,61880172,20,5.11671
ES_H3K27me3_peak_14351,chr7,61986274,61986461,61986354,15,3.77795
ES_H3K27me3_peak_14352,chr7,62174141,62174331,62174203,15,3.55801
ES_H3K27me3_peak_14353,chr7,62326560,62326757,62326590,16,3.7338
ES_H3K27me3_peak_14354,chr7,62347066,62347339,62347190,38,2.71389
ES_H3K27me3_peak_14355,chr7,62347547,62348000,62347782,51,3.56289
ES_H3K27me3_peak_14356,chr7,62376071,62376624,62376482,33,3.53405
ES_H3K27me3_peak_14357,chr7,62407436,62407636,62407555,26,2.9082
ES_H3K27me3_peak_14358,chr7,62421615,62421841,62421688,27,3.10987
ES_H3K27me3_peak_14359,chr7,62422299,62422505,62422344,24,2.60362
ES_H3K27me3_peak_14360,chr7,62466750,62467350,62466845,36,3.02782
ES_H3K27me3_peak_14361,chr7,62487320,62487682,62487480,50,2.68307
ES_H3K27me3_peak_14362,chr7,62488273,62488613,62488428,43,2.69995
ES_H3K27me3_peak_14363,chr7,62509004,62509190,62509043,19,2.92637
ES_H3K27me3_peak_14364,chr7,62538049,62538275,62538124,16,3.0767
ES_H3K27me3_peak_14365,chr7,62632349,62632558,62632436,16,4.22508
ES_H3K27me3_peak_14366,chr7,62684886,62685250,62684989,22,4.66816
ES_H3K27me3_peak_14367,chr7,62685309,62685675,62685517,25,5.46368
ES_H3K27me3_peak_14368,chr7,62685823,62686025,62685929,18,4.156
ES_H3K27me3_peak_14369,chr7,62846728,62846992,62846820,37,2.77427
ES_H3K27me3_peak_14370,chr7,62847106,62847707,62847409,43,3.08592
ES_H3K27me3_peak_14371,chr7,62848031,62848258,62848200,37,2.36708
ES_H3K27me3_peak_14372,chr7,62852671,62852981,62852807,36,2.71609
ES_H3K27me3_peak_14373,chr7,62853208,62853552,62853388,33,2.7612
ES_H3K27me3_peak_14374,chr7,63033272,63033491,63033371,19,4.97068
ES_H3K27me3_peak_14375,chr7,63210645,63211052,63210889,20,3.81354
ES_H3K27me3_peak_14376,chr7,63211301,63211499,63211411,19,3.35824
ES_H3K27me3_peak_14377,chr7,63445554,63446346,63445714,23,3.66194
ES_H3K27me3_peak_14378,chr7,63756395,63756636,63756493,27,2.48117
ES_H3K27me3_peak_14379,chr7,63756829,63757120,63756966,35,3.10267
ES_H3K27me3_peak_14380,chr7,63757173,63757406,63757266,30,2.61279
ES_H3K27me3_peak_14381,chr7,63760029,63760548,63760251,31,2.73588
ES_H3K27me3_peak_14382,chr7,63769100,63769286,63769245,17,4.47361
ES_H3K27me3_peak_14383,chr7,63775555,63775758,63775655,18,3.67498
ES_H3K27me3_peak_14384,chr7,64267614,64267978,64267798,24,4.00898
ES_H3K27me3_peak_14385,chr7,64288265,64288840,64288692,24,4.97958
ES_H3K27me3_peak_14386,chr7,64289079,64289295,64289221,19,4.04392
ES_H3K27me3_peak_14387,chr7,64500936,64501343,64501179,27,4.11946
ES_H3K27me3_peak_14388,chr7,64502960,64503430,64503251,26,3.67882
ES_H3K27me3_peak_14389,chr7,64876341,64876580,64876405,13,3.30571
ES_H3K27me3_peak_14390,chr7,64984315,64984526,64984445,17,3.95344
ES_H3K27me3_peak_14391,chr7,65155003,65155412,65155164,43,3.42757
ES_H3K27me3_peak_14392,chr7,65272004,65272361,65272188,21,5.46774
ES_H3K27me3_peak_14393,chr7,65526324,65527031,65526605,41,4.07269
ES_H3K27me3_peak_14394,chr7,65528106,65528375,65528200,33,3.25561
ES_H3K27me3_peak_14395,chr7,65643440,65643703,65643596,28,3.89183
ES_H3K27me3_peak_14396,chr7,65708153,65708346,65708285,18,4.72214
ES_H3K27me3_peak_14397,chr7,66110391,66110668,66110470,23,3.74748
ES_H3K27me3_peak_14398,chr7,66110809,66111088,66110929,23,3.91914
ES_H3K27me3_peak_14399,chr7,66238730,66238979,66238853,12,3.05609
ES_H3K27me3_peak_14400,chr7,66386842,66387202,66386987,24,3.21003
ES_H3K27me3_peak_14401,chr7,66425831,66426086,66425963,36,3.11359
ES_H3K27me3_peak_14402,chr7,66428365,66428845,66428691,31,2.87855
ES_H3K27me3_peak_14403,chr7,66459164,66459393,66459308,17,3.75305
ES_H3K27me3_peak_14404,chr7,66579396,66579582,66579491,13,3.47947
ES_H3K27me3_peak_14405,chr7,66840872,66841261,66840994,23,3.45493
ES_H3K27me3_peak_14406,chr7,67370874,67371772,67371151,40,4.93281
ES_H3K27me3_peak_14407,chr7,67849976,67850220,67850038,16,2.66224
ES_H3K27me3_peak_14408,chr7,67949405,67950077,67949926,38,4.13412
ES_H3K27me3_peak_14409,chr7,67955228,67955418,67955340,15,3.47139
ES_H3K27me3_peak_14410,chr7,68434192,68434410,68434307,13,3.26249
ES_H3K27me3_peak_14411,chr7,68505132,68505318,68505284,15,3.32309
ES_H3K27me3_peak_14412,chr7,68920892,68921078,68920963,14,3.72801
ES_H3K27me3_peak_14413,chr7,69347343,69347537,69347416,21,5.10453
ES_H3K27me3_peak_14414,chr7,69435638,69435832,69435665,12,3.23094
ES_H3K27me3_peak_14415,chr7,69435892,69436151,69436056,13,3.47947
ES_H3K27me3_peak_14416,chr7,69655423,69655609,69655510,21,3.90237
ES_H3K27me3_peak_14417,chr7,69732426,69732633,69732477,18,4.72214
ES_H3K27me3_peak_14418,chr7,69825158,69825398,69825251,24,4.78359
ES_H3K27me3_peak_14419,chr7,69868004,69868259,69868107,21,5.46774
ES_H3K27me3_peak_14420,chr7,70192542,70192796,70192641,18,4.42767
ES_H3K27me3_peak_14421,chr7,70278368,70278625,70278472,31,2.24431
ES_H3K27me3_peak_14422,chr7,70285990,70286487,70286127,64,2.89065
ES_H3K27me3_peak_14423,chr7,70327693,70328023,70327779,49,2.34651
ES_H3K27me3_peak_14424,chr7,70329801,70330147,70329938,56,2.53488
ES_H3K27me3_peak_14425,chr7,70335843,70336039,70335902,43,2.39491
ES_H3K27me3_peak_14426,chr7,70342487,70342762,70342669,54,2.3691
ES_H3K27me3_peak_14427,chr7,70345074,70345536,70345118,51,2.1432
ES_H3K27me3_peak_14428,chr7,70346694,70346888,70346802,47,2.13641
ES_H3K27me3_peak_14429,chr7,70353498,70353758,70353576,53,2.28191
ES_H3K27me3_peak_14430,chr7,70363583,70363848,70363714,52,2.52948
ES_H3K27me3_peak_14431,chr7,70364280,70364667,70364367,59,2.86101
ES_H3K27me3_peak_14432,chr7,70403170,70403371,70403260,20,4.03265
ES_H3K27me3_peak_14433,chr7,70626765,70626951,70626840,22,3.44064
ES_H3K27me3_peak_14434,chr7,70627080,70627353,70627210,20,3.19508
ES_H3K27me3_peak_14435,chr7,70675469,70675655,70675602,19,4.44751
ES_H3K27me3_peak_14436,chr7,70776852,70777179,70777017,14,3.24128
ES_H3K27me3_peak_14437,chr7,71070809,71071033,71070965,17,3.69542
ES_H3K27me3_peak_14438,chr7,71103630,71103929,71103813,17,3.38365
ES_H3K27me3_peak_14439,chr7,71704720,71705342,71705248,30,3.6237
ES_H3K27me3_peak_14440,chr7,72353859,72354058,72353971,21,4.33361
ES_H3K27me3_peak_14441,chr7,72403781,72404066,72403887,16,4.08624
ES_H3K27me3_peak_14442,chr7,72430546,72430813,72430655,18,4.10562
ES_H3K27me3_peak_14443,chr7,72926392,72926949,72926821,22,4.77694
ES_H3K27me3_peak_14444,chr7,72936270,72936456,72936319,15,3.97654
ES_H3K27me3_peak_14445,chr7,73030061,73030298,73030171,31,4.56967
ES_H3K27me3_peak_14446,chr7,73238899,73239142,73239029,17,3.45655
ES_H3K27me3_peak_14447,chr7,73324881,73325179,73325027,41,5.07596
ES_H3K27me3_peak_14448,chr7,73372946,73373931,73373089,47,2.80384
ES_H3K27me3_peak_14449,chr7,73408034,73408220,73408184,28,2.68548
ES_H3K27me3_peak_14450,chr7,73409831,73410260,73410074,37,4.09302
ES_H3K27me3_peak_14451,chr7,73739554,73740085,73739739,42,3.8294
ES_H3K27me3_peak_14452,chr7,73741577,73741778,73741708,31,2.84979
ES_H3K27me3_peak_14453,chr7,74011374,74011673,74011435,31,2.9278
ES_H3K27me3_peak_14454,chr7,74011866,74012354,74012124,34,3.20777
ES_H3K27me3_peak_14455,chr7,74014458,74014743,74014625,32,2.98356
ES_H3K27me3_peak_14456,chr7,74046383,74046592,74046480,15,3.69635
ES_H3K27me3_peak_14457,chr7,74054826,74055064,74054912,14,3.30812
ES_H3K27me3_peak_14458,chr7,74552852,74553808,74553596,36,4.47168
ES_H3K27me3_peak_14459,chr7,74745873,74746191,74745965,14,3.72801
ES_H3K27me3_peak_14460,chr7,74798231,74798604,74798422,27,4.96665
ES_H3K27me3_peak_14461,chr7,74910807,74911018,74910921,16,4.04984
ES_H3K27me3_peak_14462,chr7,75902179,75902365,75902288,16,3.70338
ES_H3K27me3_peak_14463,chr7,75942366,75942555,75942421,13,3.22039
ES_H3K27me3_peak_14464,chr7,75997138,75997450,75997278,20,4.8725
ES_H3K27me3_peak_14465,chr7,75997953,75998161,75998092,16,3.6007
