name,chr,start,end,Enh.prob,geneName,location
enh13502,chr17,80500661.0,80501660.0,0.4536,Sos1,intergenic
enh13503,chr5,76941976.0,76942975.0,0.4536,Ppat,genic
enh13504,chr16,8545908.0,8546907.0,0.4535,Abat,genic
enh13505,chr11,62821499.0,62822498.0,0.4534,Trim16,genic
enh13506,chr11,83352499.0,83353498.0,0.4534,Ap2b1,genic
enh13507,chr12,69374014.0,69375013.0,0.4534,Arf6,downstream
enh13508,chr5,45497762.0,45498761.0,0.4534,Lap3,genic
enh13509,chr7,110869487.0,110870486.0,0.4534,Mrvi1,genic
enh13510,chr8,74880102.0,74881101.0,0.4534,Isx,genic
enh13511,chr1,135145424.0,135146423.0,0.4533,Ptpn7,downstream
enh13512,chr1,165608870.0,165609869.0,0.4533,Mpzl1,genic
enh13513,chr18,65820347.0,65821346.0,0.4533,5330437I02Rik,genic
enh13514,chr19,18609511.0,18610510.0,0.4533,Ostf1,genic
enh13515,chr10,80715256.0,80716255.0,0.4532,Ap3d1,genic
enh13516,chr10,82758256.0,82759255.0,0.4532,Nfyb,genic
enh13517,chr11,6471998.0,6472997.0,0.4532,Purb,genic
enh13518,chr11,54201499.0,54202498.0,0.4532,RP23-309E16.3,genic
enh13519,chr15,83265571.0,83266570.0,0.4532,A4galt,intergenic
enh13520,chr18,66495347.0,66496346.0,0.4532,Gm9926,intergenic
enh13521,chr6,3556001.0,3557000.0,0.4532,Ccdc132,genic
enh13522,chr6,93978007.0,93979006.0,0.4532,Magi1,genic
enh13523,chr11,17852998.0,17853997.0,0.4531,Etaa1,intergenic
enh13524,chr6,72841007.0,72842006.0,0.4531,Kcmf1,downstream
enh13525,chr8,127435101.0,127436100.0,0.4531,Pard3,genic
enh13526,chr11,45552499.0,45553498.0,0.45299999999999996,RP23-122N23.1,intergenic
enh13527,chr12,65269014.0,65270013.0,0.45299999999999996,Wdr20b,intergenic
enh13528,chr12,72087014.0,72088013.0,0.45299999999999996,Jkamp,genic
enh13529,chr15,97590570.0,97591569.0,0.45299999999999996,Rpap3,intergenic
enh13530,chr17,63811652.0,63812651.0,0.45299999999999996,A930002H24Rik,intergenic
enh13531,chr19,14544511.0,14545510.0,0.45299999999999996,Tle4,genic
enh13532,chr2,60212944.0,60213943.0,0.45299999999999996,7-Mar,genic
enh13533,chr2,118641265.0,118642264.0,0.45299999999999996,Bub1b,genic
enh13534,chr4,59434129.0,59435128.0,0.45299999999999996,Susd1,genic
enh13535,chr6,108071007.0,108072006.0,0.45299999999999996,Setmar,genic
enh13536,chr9,77758194.0,77759193.0,0.45299999999999996,Gclc,genic
enh13537,chr9,96528582.0,96529581.0,0.45299999999999996,Rasa2,downstream
enh13538,chr1,135249424.0,135250423.0,0.4529,AC130277.2,genic
enh13539,chr12,79805014.0,79806013.0,0.4529,Rad51l1,intergenic
enh13540,chr15,72906571.0,72907570.0,0.4529,Trappc9,genic
enh13541,chr15,91018570.0,91019569.0,0.4529,Kif21a,genic
enh13542,chr16,84770756.0,84771755.0,0.4529,Jam2,upstream
enh13543,chr17,53579676.0,53580675.0,0.4529,Kat2b,genic
enh13544,chr18,79106262.0,79107261.0,0.4529,Setbp1,genic
enh13545,chr19,23076511.0,23077510.0,0.4529,AC132389.1,upstream
enh13546,chr3,108432083.0,108433082.0,0.4529,Sars,genic
enh13547,chr7,80914115.0,80915114.0,0.4529,Sec11a,genic
enh13548,chr11,86499499.0,86500498.0,0.4528,Rps6kb1,genic
enh13549,chr12,40009414.0,40010413.0,0.4528,Arl4a,genic
enh13550,chr16,17421908.0,17422907.0,0.4528,Snap29,genic
enh13551,chr16,90464756.0,90465755.0,0.4528,Hunk,genic
enh13552,chr19,38688511.0,38689510.0,0.4528,Plce1,genic
enh13553,chr2,32144481.0,32145480.0,0.4528,Bat2l,upstream
enh13554,chr2,34942481.0,34943480.0,0.4528,Traf1,genic
enh13555,chr2,164790501.0,164791500.0,0.4528,Snx21,genic
enh13556,chr12,71449014.0,71450013.0,0.4527,RP23-50H15.2,intergenic
enh13557,chr15,25951246.0,25952245.0,0.4527,Fam134b,genic
enh13558,chr17,79003661.0,79004660.0,0.4527,Prkd3,genic
enh13559,chr18,11887492.0,11888491.0,0.4527,Cables1,genic
enh13560,chr18,24214500.0,24215499.0,0.4527,AC134856.1,genic
enh13561,chr18,82787609.0,82788608.0,0.4527,AC113104.1,intergenic
enh13562,chr5,135921131.0,135922130.0,0.4527,Ywhag,genic
enh13563,chrX,52276824.0,52277823.0,0.4527,Gpc3,genic
enh13564,chr11,62929499.0,62930498.0,0.4526,RP23-428I5.4,upstream
enh13565,chr16,18722908.0,18723907.0,0.4526,Cldn5,intergenic
enh13566,chr3,41579079.0,41580078.0,0.4526,Phf17,genic
enh13567,chr3,57559079.0,57560078.0,0.4526,Wwtr1,genic
enh13568,chr3,103108078.0,103109077.0,0.4526,Ampd1,downstream
enh13569,chr5,116828992.0,116829991.0,0.4526,4930569F06Rik,downstream
enh13570,chr12,65108014.0,65109013.0,0.4525,Fancm,genic
enh13571,chr13,97440046.0,97441045.0,0.4525,AC124581.1,intergenic
enh13572,chr14,11564487.0,11565486.0,0.4525,Ptprg,genic
enh13573,chr6,28395001.0,28396000.0,0.4525,Zfp800,genic
enh13574,chr9,46889918.0,46890917.0,0.4525,U6,intergenic
enh13575,chrX,7869875.0,7870874.0,0.4525,Otud5,genic
enh13576,chr1,13082920.0,13083919.0,0.4524,AC118477.1,intergenic
enh13577,chr11,76819499.0,76820498.0,0.4524,Cpd,genic
enh13578,chr15,44624455.0,44625454.0,0.4524,Ebag9,genic
enh13579,chr16,8544908.0,8545907.0,0.4524,Abat,genic
enh13580,chr18,35454347.0,35455346.0,0.4524,Sil1,genic
enh13581,chr2,180254296.0,180255295.0,0.4524,Rps21,upstream
enh13582,chr11,6485998.0,6486997.0,0.4523,RP23-74L9.6,genic
enh13583,chr18,40234347.0,40235346.0,0.4523,AC098707.1,downstream
enh13584,chr4,105908396.0,105909395.0,0.4523,7SK,intergenic
enh13585,chr9,9101001.0,9102000.0,0.4523,9030420J04Rik,genic
enh13586,chrX,109014662.0,109015661.0,0.4523,Hmgn5,upstream
enh13587,chr11,67380499.0,67381498.0,0.4522,Myh13,downstream
enh13588,chr12,29265136.0,29266135.0,0.4522,5S_rRNA,intergenic
enh13589,chr13,109683789.0,109684788.0,0.4522,Pde4d,genic
enh13590,chr15,25778246.0,25779245.0,0.4522,Myo10,genic
enh13591,chr2,170173501.0,170174500.0,0.4522,AL844576.1,downstream
enh13592,chr5,115868992.0,115869991.0,0.4522,Cit,genic
enh13593,chr5,139168047.0,139169046.0,0.4522,Heatr2,genic
enh13594,chr13,98914046.0,98915045.0,0.4521,Tnpo1,genic
enh13595,chr2,102205844.0,102206843.0,0.4521,RP23-203N8.1,downstream
enh13596,chr2,117124265.0,117125264.0,0.4521,Spred1,genic
enh13597,chr2,174263500.0,174264499.0,0.4521,mmu-mir-296,downstream
enh13598,chr4,35204752.0,35205751.0,0.4521,3110043O21Rik,genic
enh13599,chr6,124925983.0,124926982.0,0.4521,A230083G16Rik,downstream
enh13600,chr7,19922652.0,19923651.0,0.4521,AC149085.6,genic
enh13601,chr9,86778167.0,86779166.0,0.4521,Snap91,genic
enh13602,chr14,124036779.0,124037778.0,0.452,Fgf14,genic
enh13603,chr15,58718446.0,58719445.0,0.452,Fer1l6,genic
enh13604,chr4,34859752.0,34860751.0,0.452,Zfp292,genic
enh13605,chr4,53340129.0,53341128.0,0.452,RP23-204P1.3,intergenic
enh13606,chr5,103731982.0,103732981.0,0.452,Aff1,genic
enh13607,chr6,72562007.0,72563006.0,0.452,Capg,genic
enh13608,chr9,59009194.0,59010193.0,0.452,Neo1,genic
enh13609,chr1,63211427.0,63212426.0,0.4519,Gpr1,genic
enh13610,chr11,69565499.0,69566498.0,0.4519,Wrap53,genic
enh13611,chr12,102504791.0,102505790.0,0.4519,Golga5,downstream
enh13612,chr14,120367779.0,120368778.0,0.4519,Mbnl2,genic
enh13613,chr16,8851908.0,8852907.0,0.4519,1810013L24Rik,genic
enh13614,chr2,166072501.0,166073500.0,0.4519,Sulf2,genic
enh13615,chr4,10911854.0,10912853.0,0.4519,2610301B20Rik,intergenic
enh13616,chr5,64809762.0,64810761.0,0.4519,Klf3,genic
enh13617,chr6,72721007.0,72722006.0,0.4519,Tcf7l1,genic
enh13618,chr16,11251908.0,11252907.0,0.4518,Gspt1,genic
enh13619,chr16,96845394.0,96846393.0,0.4518,Dscam,genic
enh13620,chr4,138005086.0,138006085.0,0.4518,Eif4g3,genic
enh13621,chr1,120759424.0,120760423.0,0.4517,En1,intergenic
enh13622,chr13,113883793.0,113884792.0,0.4517,Arl15,genic
enh13623,chr14,20758779.0,20759778.0,0.4517,Camk2g,genic
enh13624,chr2,59392944.0,59393943.0,0.4517,RP23-151F21.2,upstream
enh13625,chr6,56352007.0,56353006.0,0.4517,Pde1c,genic
enh13626,chr6,134614983.0,134615982.0,0.4517,Mansc1,genic
enh13627,chr6,145273481.0,145274480.0,0.4517,RP24-359O2.4,downstream
enh13628,chr8,126860101.0,126861100.0,0.4517,A630001O12Rik,downstream
enh13629,chr9,118520883.0,118521882.0,0.4517,Golga4,genic
enh13630,chr13,23448132.0,23449131.0,0.4516,Btn1a1,downstream
enh13631,chr13,57370640.0,57371639.0,0.4516,Spock1,intergenic
enh13632,chr18,38407347.0,38408346.0,0.4516,Ndfip1,intergenic
enh13633,chr2,92934844.0,92935843.0,0.4516,Syt13,genic
enh13634,chr3,101440078.0,101441077.0,0.4516,Igsf3,genic
enh13635,chr5,81653976.0,81654975.0,0.4516,Lphn3,genic
enh13636,chr7,80523115.0,80524114.0,0.4516,Blm,genic
enh13637,chr9,99259582.0,99260581.0,0.4516,Cep70,genic
enh13638,chr1,75380426.0,75381425.0,0.4515,Speg,genic
enh13639,chr10,44435195.0,44436194.0,0.4515,Prdm1,downstream
enh13640,chr12,21436140.0,21437139.0,0.4515,Ywhaq,intergenic
enh13641,chr13,47041632.0,47042631.0,0.4515,Tpmt,genic
enh13642,chr15,62163446.0,62164445.0,0.4515,Pvt1,genic
enh13643,chr2,120547265.0,120548264.0,0.4515,Zfp106,genic
enh13644,chr4,45769129.0,45770128.0,0.4515,RP23-19B6.1,upstream
enh13645,chr5,124951631.0,124952630.0,0.4515,Zfp664,intergenic
enh13646,chr10,20185195.0,20186194.0,0.4514,Mtap7,genic
enh13647,chr12,73720014.0,73721013.0,0.4514,Prkch,genic
enh13648,chr13,63944693.0,63945692.0,0.4514,0610007P08Rik,intergenic
enh13649,chr16,33293915.0,33294914.0,0.4514,Snx4,genic
enh13650,chr16,95623394.0,95624393.0,0.4514,Erg,intergenic
enh13651,chr2,84633844.0,84634843.0,0.4514,Ctnnd1,genic
enh13652,chr2,161310265.0,161311264.0,0.4514,RP23-272O14.2,intergenic
enh13653,chr4,137443086.0,137444085.0,0.4514,RP23-246F18.5,upstream
enh13654,chr6,14500001.0,14501000.0,0.4514,U6,intergenic
enh13655,chr9,34835416.0,34836415.0,0.4514,Kirrel3,genic
enh13656,chr1,55206157.0,55207156.0,0.4513,RP23-93M3.2,genic
enh13657,chr13,105255921.0,105256920.0,0.4513,Rnf180,genic
enh13658,chr14,8138487.0,8139486.0,0.4513,Pxk,genic
enh13659,chr2,148698265.0,148699264.0,0.4513,Napb,genic
enh13660,chr3,96730078.0,96731077.0,0.4513,Rnf115,genic
enh13661,chr8,34894947.0,34895946.0,0.4513,Tnks,genic
enh13662,chr8,84307102.0,84308101.0,0.4513,Ccdc130,intergenic
enh13663,chrX,77666662.0,77667661.0,0.4513,Tbl1x,downstream
enh13664,chr15,6628001.0,6629000.0,0.4512,Fyb,genic
enh13665,chr15,97607570.0,97608569.0,0.4512,Rpap3,intergenic
enh13666,chr17,86544661.0,86545660.0,0.4512,Prkce,genic
enh13667,chr2,26973481.0,26974480.0,0.4512,Adamts13,genic
enh13668,chr3,8526001.0,8527000.0,0.4512,Stmn2,genic
enh13669,chr4,137352086.0,137353085.0,0.4512,Cdc42,genic
enh13670,chr8,23161529.0,23162528.0,0.4512,Nkx6-3,downstream
enh13671,chrX,142469458.0,142470457.0,0.4512,SNORA17,intergenic
enh13672,chr10,39757195.0,39758194.0,0.4511,Rev3l,genic
enh13673,chr13,58947640.0,58948639.0,0.4511,Ntrk2,genic
enh13674,chr13,97818046.0,97819045.0,0.4511,AC122881.1,intergenic
enh13675,chr17,66004661.0,66005660.0,0.4511,Ankrd12,genic
enh13676,chr2,19630374.0,19631373.0,0.4511,RP23-52D18.1,downstream
enh13677,chr2,70807944.0,70808943.0,0.4511,Tlk1,genic
enh13678,chr5,150892426.0,150893425.0,0.4511,U3,intergenic
enh13679,chr6,142737481.0,142738480.0,0.4511,Cmas,intergenic
enh13680,chr7,139366102.0,139367101.0,0.4511,Inpp5a,intergenic
enh13681,chr7,139880102.0,139881101.0,0.4511,Gpr123,downstream
enh13682,chr1,86718426.0,86719425.0,0.451,Dis3l2,genic
enh13683,chr16,97758394.0,97759393.0,0.451,Ripk4,genic
enh13684,chr17,44696052.0,44697051.0,0.451,Runx2,genic
enh13685,chr18,61558347.0,61559346.0,0.451,Csnk1a1,genic
enh13686,chr2,171647501.0,171648500.0,0.451,RP23-56C2.1,intergenic
enh13687,chr5,38651762.0,38652761.0,0.451,Zfp518b,intergenic
enh13688,chr13,34111132.0,34112131.0,0.4509,Tubb2b,intergenic
enh13689,chr13,107871807.0,107872806.0,0.4509,Zswim6,genic
enh13690,chr5,128232631.0,128233630.0,0.4509,Tmem132d,genic
enh13691,chr8,35945947.0,35946946.0,0.4509,AL590988.2,intergenic
enh13692,chr8,64399204.0,64400203.0,0.4509,mmu-mir-710,intergenic
enh13693,chr17,26062056.0,26063055.0,0.4508,Rab11fip3,genic
enh13694,chr17,47550052.0,47551051.0,0.4508,Ccnd3,intergenic
enh13695,chr18,77044262.0,77045261.0,0.4508,Katnal2,genic
enh13696,chr4,6189854.0,6190853.0,0.4508,Ubxn2b,upstream
enh13697,chr8,116438101.0,116439100.0,0.4508,U7,intergenic
enh13698,chr3,152557037.0,152558036.0,0.4507,Ak5,genic
enh13699,chr6,82753007.0,82754006.0,0.4507,Hk2,genic
enh13700,chr6,125378983.0,125379982.0,0.4507,Plekhg6,genic
enh13701,chr8,127066101.0,127067100.0,0.4507,Pard3,genic
enh13702,chr9,99157582.0,99158581.0,0.4507,Pik3cb,intergenic
enh13703,chr11,59511499.0,59512498.0,0.4506,Zkscan17,genic
enh13704,chr12,16136195.0,16137194.0,0.4506,AC102435.1,intergenic
enh13705,chr2,121826265.0,121827264.0,0.4506,Frmd5,intergenic
enh13706,chr3,45246079.0,45247078.0,0.4506,AC158956.1,intergenic
enh13707,chr3,122000083.0,122001082.0,0.4506,Arhgap29,genic
enh13708,chr4,120270396.0,120271395.0,0.4506,Foxo6,genic
enh13709,chr5,38708762.0,38709761.0,0.4506,Clnk,genic
enh13710,chr5,137749773.0,137750772.0,0.4506,Tsc22d4,genic
enh13711,chr6,60992007.0,60993006.0,0.4506,Mmrn1,downstream
enh13712,chr8,92713102.0,92714101.0,0.4506,Gm10481,downstream
enh13713,chr8,123016101.0,123017100.0,0.4506,Galnt2,genic
enh13714,chr9,69419194.0,69420193.0,0.4506,Narg2,genic
enh13715,chr12,63807014.0,63808013.0,0.4505,U6,intergenic
enh13716,chr13,41236632.0,41237631.0,0.4505,Elovl2,intergenic
enh13717,chr16,56035888.0,56036887.0,0.4505,Rg9mtd1,genic
enh13718,chr18,38080347.0,38081346.0,0.4505,Arap3,intergenic
enh13719,chr2,168213501.0,168214500.0,0.4505,Dpm1,genic
enh13720,chr4,117470396.0,117471395.0,0.4505,Rnf220,genic
enh13721,chr5,3579001.0,3580000.0,0.4505,1700109H08Rik,genic
enh13722,chr5,21787183.0,21788182.0,0.4505,Psmc2,genic
enh13723,chr1,152794871.0,152795870.0,0.4504,Ncf2,intergenic
enh13724,chr11,66929499.0,66930498.0,0.4504,RP23-67J22.2,genic
enh13725,chr13,22992132.0,22993131.0,0.4504,AL606513.1,downstream
enh13726,chr13,44845632.0,44846631.0,0.4504,Jarid2,genic
enh13727,chr19,37920511.0,37921510.0,0.4504,Myof,genic
enh13728,chr4,94745310.0,94746309.0,0.4504,Tek,genic
enh13729,chr5,53633762.0,53634761.0,0.4504,Rbpj,genic
enh13730,chr8,128737101.0,128738100.0,0.4504,Itgb1,downstream
enh13731,chr15,51801455.0,51802454.0,0.4503,Eif3h,genic
enh13732,chr15,56702446.0,56703445.0,0.4503,Has2,upstream
enh13733,chr2,70148944.0,70149943.0,0.4503,Myo3b,genic
enh13734,chr3,84652079.0,84653078.0,0.4503,Arfip1,genic
enh13735,chr6,39434002.0,39435001.0,0.4503,SNORA71,intergenic
enh13736,chr11,19961998.0,19962997.0,0.4502,Spred2,genic
enh13737,chr17,45475052.0,45476051.0,0.4502,Spats1,upstream
enh13738,chr19,9947511.0,9948510.0,0.4502,Fth1,intergenic
enh13739,chr5,53507762.0,53508761.0,0.4502,Gm10441,intergenic
enh13740,chr5,65836762.0,65837761.0,0.4502,N4bp2,downstream
enh13741,chr1,34111156.0,34112155.0,0.4501,Dst,genic
enh13742,chr19,14786511.0,14787510.0,0.4501,U4,intergenic
enh13743,chr2,20618374.0,20619373.0,0.4501,Etl4,genic
enh13744,chr2,153147265.0,153148264.0,0.4501,Hck,genic
enh13745,chr3,108319083.0,108320082.0,0.4501,Sort1,genic
enh13746,chr4,95685310.0,95686309.0,0.4501,Fggy,genic
enh13747,chr1,82826426.0,82827425.0,0.45,Agfg1,intergenic
enh13748,chr1,181622870.0,181623869.0,0.45,Ccdc121,intergenic
enh13749,chr11,11876998.0,11877997.0,0.45,Ddc,genic
enh13750,chr12,11264195.0,11265194.0,0.45,Gen1,genic
enh13751,chr13,55760640.0,55761639.0,0.45,Pcbd2,genic
enh13752,chr13,99512046.0,99513045.0,0.45,Mtap1b,genic
enh13753,chr14,120989779.0,120990778.0,0.45,Ipo5,intergenic
enh13754,chr2,166972501.0,166973500.0,0.45,Stau1,genic
enh13755,chr3,96199078.0,96200077.0,0.45,Bola1,upstream
enh13756,chr4,119178396.0,119179395.0,0.45,Ermap,genic
enh13757,chr4,149325892.0,149326891.0,0.45,Ube4b,downstream
enh13758,chr4,155775892.0,155776891.0,0.45,RP23-242K15.20,upstream
enh13759,chr7,126179487.0,126180486.0,0.45,Xpo6,genic
enh13760,chr8,13947001.0,13948000.0,0.45,2610019F03Rik,downstream
enh13761,chr9,58241194.0,58242193.0,0.45,Pml,genic
enh13762,chr1,186254122.0,186255121.0,0.4499,5S_rRNA,intergenic
enh13763,chr15,102351570.0,102352569.0,0.4499,Aaas,upstream
enh13764,chr18,56748347.0,56749346.0,0.4499,Lmnb1,genic
enh13765,chr3,62938079.0,62939078.0,0.4499,SCARNA14,intergenic
enh13766,chr6,61524007.0,61525006.0,0.4499,Fam190a,genic
enh13767,chr7,38184982.0,38185981.0,0.4499,1600014C10Rik,genic
enh13768,chr1,160308870.0,160309869.0,0.4498,Rabgap1l,genic
enh13769,chr11,62038499.0,62039498.0,0.4498,Cytsb,genic
enh13770,chr12,102754791.0,102755790.0,0.4498,Moap1,genic
enh13771,chr14,29684815.0,29685814.0,0.4498,Cacna2d3,genic
enh13772,chr16,13975908.0,13976907.0,0.4498,Ifitm7,downstream
enh13773,chr2,120514265.0,120515264.0,0.4498,Zfp106,genic
enh13774,chr5,9163001.0,9164000.0,0.4498,Dmtf1,upstream
enh13775,chr5,14040001.0,14041000.0,0.4498,Sema3e,genic
enh13776,chr2,135651265.0,135652264.0,0.4497,RP23-464H11.1,genic
enh13777,chr3,51493079.0,51494078.0,0.4497,Rab33b,genic
enh13778,chr3,52070079.0,52071078.0,0.4497,Maml3,genic
enh13779,chr5,24863183.0,24864182.0,0.4497,Prkag2,genic
enh13780,chr7,3215000.0,3215999.0,0.4497,mmu-mir-290,upstream
enh13781,chr9,32215416.0,32216415.0,0.4497,Arhgap32,genic
enh13782,chr1,86499426.0,86500425.0,0.4496,AC102609.1,intergenic
enh13783,chr11,79483499.0,79484498.0,0.4496,Nf1,genic
enh13784,chr11,107030687.0,107031686.0,0.4496,RP23-317F9.2,downstream
enh13785,chr3,89896079.0,89897078.0,0.4496,Il6ra,genic
enh13786,chr4,52726129.0,52727128.0,0.4496,RP23-34J1.1,intergenic
enh13787,chr4,141674086.0,141675085.0,0.4496,Ddi2,downstream
enh13788,chr6,88280007.0,88281006.0,0.4496,Eefsec,genic
enh13789,chr1,4854920.0,4855919.0,0.4495,Lypla1,genic
enh13790,chr10,3644539.0,3645538.0,0.4495,Iyd,intergenic
enh13791,chr12,55434014.0,55435013.0,0.4495,Psma6,intergenic
enh13792,chr15,30694246.0,30695245.0,0.4495,Ctnnd2,genic
enh13793,chr2,69885944.0,69886943.0,0.4495,RP23-273G23.4,genic
enh13794,chr5,37049762.0,37050761.0,0.4495,Jakmip1,genic
enh13795,chr6,125174983.0,125175982.0,0.4495,Ncapd2,genic
enh13796,chr9,67067194.0,67068193.0,0.4495,Tpm1,intergenic
enh13797,chr12,12989195.0,12990194.0,0.4494,Mycn,intergenic
enh13798,chr13,53210632.0,53211631.0,0.4494,Ror2,genic
enh13799,chr13,64035693.0,64036692.0,0.4494,Hsd17b3,intergenic
enh13800,chr15,83430571.0,83431570.0,0.4494,Pacsin2,genic
enh13801,chr17,45125052.0,45126051.0,0.4494,Supt3h,downstream
enh13802,chr17,47962052.0,47963051.0,0.4494,RP23-190A21.2,intergenic
enh13803,chr19,43499511.0,43500510.0,0.4494,Got1,genic
enh13804,chr3,9262001.0,9263000.0,0.4494,Zbtb10,genic
enh13805,chr3,148679037.0,148680036.0,0.4494,Lphn2,intergenic
enh13806,chr4,57302129.0,57303128.0,0.4494,RP23-270A19.1,genic
enh13807,chr8,29090529.0,29091528.0,0.4494,Unc5d,genic
enh13808,chr10,119830945.0,119831944.0,0.4493,Grip1,genic
enh13809,chr11,107118687.0,107119686.0,0.4493,Bptf,genic
enh13810,chr12,4354001.0,4355000.0,0.4493,Ncoa1,genic
enh13811,chr15,62146446.0,62147445.0,0.4493,Pvt1,genic
enh13812,chr15,74282571.0,74283570.0,0.4493,AC118627.1,intergenic
enh13813,chr2,119797265.0,119798264.0,0.4493,Tyro3,overlapTSS
enh13814,chr4,105203396.0,105204395.0,0.4493,Ppap2b,genic
enh13815,chr8,89011102.0,89012101.0,0.4493,Sall1,intergenic
enh13816,chr9,40784918.0,40785917.0,0.4493,9030425E11Rik,genic
enh13817,chr9,64666194.0,64667193.0,0.4493,Megf11,genic
enh13818,chr12,13576195.0,13577194.0,0.4492,Nbas,genic
enh13819,chr13,48543632.0,48544631.0,0.4492,mmu-let-7a-1,upstream
enh13820,chr13,114049793.0,114050792.0,0.4492,Arl15,genic
enh13821,chr16,9279908.0,9280907.0,0.4492,Grin2a,intergenic
enh13822,chr2,120197265.0,120198264.0,0.4492,Pla2g4e,genic
enh13823,chr2,163029265.0,163030264.0,0.4492,Ift52,genic
enh13824,chr3,29136079.0,29137078.0,0.4492,6130401L20Rik,genic
enh13825,chr6,139350480.0,139351479.0,0.4492,SCARNA16,intergenic
enh13826,chr3,102122078.0,102123077.0,0.4491,Casq2,genic
enh13827,chr5,24732183.0,24733182.0,0.4491,Wdr86,upstream
enh13828,chr10,99116367.0,99117366.0,0.449,Wdr51b,genic
enh13829,chr18,76558262.0,76559261.0,0.449,Smad2,intergenic
enh13830,chr19,23154511.0,23155510.0,0.449,Klf9,genic
enh13831,chr6,5013001.0,5014000.0,0.449,Ppp1r9a,genic
enh13832,chr13,23426132.0,23427131.0,0.4489,RP23-16H24.2,downstream
enh13833,chr14,75863194.0,75864193.0,0.4489,Tpt1,intergenic
enh13834,chr4,108336396.0,108337395.0,0.4489,2010305A19Rik,genic
enh13835,chr7,133024318.0,133025317.0,0.4489,Fgfr2,genic
enh13836,chr9,66912194.0,66913193.0,0.4489,Rab8b,genic
enh13837,chr1,179135870.0,179136869.0,0.4488,Smyd3,genic
enh13838,chr10,25279195.0,25280194.0,0.4488,Akap7,genic
enh13839,chr13,34826132.0,34827131.0,0.4488,Prpf4b,intergenic
enh13840,chr13,51747632.0,51748631.0,0.4488,Sema4d,genic
enh13841,chr15,34368246.0,34369245.0,0.4488,Matn2,genic
enh13842,chr15,74374571.0,74375570.0,0.4488,Bai1,intergenic
enh13843,chr2,69003944.0,69004943.0,0.4488,Lass6,genic
enh13844,chr6,88990007.0,88991006.0,0.4488,Tpra1,intergenic
enh13845,chr6,108706007.0,108707006.0,0.4488,Bhlhe40,intergenic
enh13846,chr7,113052487.0,113053486.0,0.4488,5S_rRNA,intergenic
enh13847,chr8,11385001.0,11386000.0,0.4488,Col4a2,genic
enh13848,chr8,106965101.0,106966100.0,0.4488,Sntb2,genic
enh13849,chr13,63292693.0,63293692.0,0.4487,AC130827.3,genic
enh13850,chr19,42936511.0,42937510.0,0.4487,Hpse2,genic
enh13851,chr2,5614955.0,5615954.0,0.4487,Camk1d,genic
enh13852,chr3,131136083.0,131137082.0,0.4487,Lef1,genic
enh13853,chr3,131521037.0,131522036.0,0.4487,Papss1,intergenic
enh13854,chr4,85209097.0,85210096.0,0.4487,Sh3gl2,genic
enh13855,chr4,134920086.0,134921085.0,0.4487,D4Wsu53e,upstream
enh13856,chr5,64380762.0,64381761.0,0.4487,Tbc1d1,intergenic
enh13857,chr8,12521001.0,12522000.0,0.4487,1700094C09Rik,intergenic
enh13858,chr8,111810101.0,111811100.0,0.4487,Cfdp1,genic
enh13859,chr18,65638347.0,65639346.0,0.4486,Zfp532,genic
enh13860,chr4,5693854.0,5694853.0,0.4486,Fam110b,genic
enh13861,chr4,155595892.0,155596891.0,0.4486,AL627405.1,genic
enh13862,chr6,145068481.0,145069480.0,0.4486,Bcat1,genic
enh13863,chr7,139338102.0,139339101.0,0.4486,Inpp5a,intergenic
enh13864,chr7,143439096.0,143440095.0,0.4486,Kcnq1,intergenic
enh13865,chr16,36814915.0,36815914.0,0.4485,Eaf2,genic
enh13866,chr17,28445056.0,28446055.0,0.4485,Fkbp5,genic
enh13867,chr5,22565183.0,22566182.0,0.4485,AC123661.1,genic
enh13868,chr8,3512001.0,3513000.0,0.4485,Mcoln1,genic
enh13869,chr1,20954920.0,20955919.0,0.4484,Efhc1,genic
enh13870,chr14,64163164.0,64164163.0,0.4484,Msra,genic
enh13871,chr16,15957908.0,15958907.0,0.4484,2310008H04Rik,genic
enh13872,chr2,65449944.0,65450943.0,0.4484,Scn3a,downstream
enh13873,chr3,153397037.0,153398036.0,0.4484,St6galnac3,genic
enh13874,chr4,126881757.0,126882756.0,0.4484,Zmym4,genic
enh13875,chr5,103159982.0,103160981.0,0.4484,Mapk10,genic
enh13876,chr7,25197982.0,25198981.0,0.4484,Dedd2,downstream
enh13877,chr11,5701998.0,5702997.0,0.4483,Mrps24,downstream
enh13878,chr13,23588132.0,23589131.0,0.4483,Hist1h2be,genic
enh13879,chr13,101236046.0,101237045.0,0.4483,4932411K12Rik,intergenic
enh13880,chr5,48325762.0,48326761.0,0.4483,AC101004.1,upstream
enh13881,chr1,191391122.0,191392121.0,0.4482,Ppp2r5a,genic
enh13882,chr14,11963487.0,11964486.0,0.4482,Ptprg,genic
enh13883,chr15,12857246.0,12858245.0,0.4482,Rnasen,genic
enh13884,chr4,46185129.0,46186128.0,0.4482,Xpa,genic
enh13885,chr7,38250982.0,38251981.0,0.4482,Pop4,intergenic
enh13886,chr9,25073557.0,25074556.0,0.4482,AC113082.1,intergenic
enh13887,chr9,49360896.0,49361895.0,0.4482,Drd2,genic
enh13888,chr1,4818920.0,4819919.0,0.4481,Lypla1,genic
enh13889,chr1,87271426.0,87272425.0,0.4481,Efhd1,genic
