name,chrom,start,end,strand,TPM
Erlin1,chr19,44034942,44069785,-,23.7334856627
Zfp951,chr5,104813167,104860068,-,23.7274491167
Grasp,chr15,101224206,101232756,+,23.7267106891
Usp15,chr10,123105005,123197019,-,23.722927028
Trrap,chr5,144768791,144859773,+,23.7186839868
Spast,chr17,74338986,74391113,+,23.7065923285
Fam208b,chr13,3566034,3611108,-,23.6971817604
Poc5,chr13,96388293,96415587,+,23.6898652836
Exoc7,chr11,116287997,116306738,-,23.6881629339
Vamp7,chrX_GL456233_random,10736,39191,-,23.6872539595
Acvr1b,chr15,101174124,101212601,+,23.6775770289
Klf13,chr7,63886350,63938915,-,23.6737412193
Plcg2,chr8,117498290,117635142,+,23.6669537551
Acyp1,chr12,85272397,85280435,-,23.6598336358
Btbd19,chr4,117119217,117125725,-,23.6558989985
Fam43a,chr16,30599722,30602797,+,23.6419592064
Arhgef2,chr3,88616206,88648052,+,23.6368649227
Ddx19b,chr8,111003185,111031751,-,23.6288180301
Nol4l,chr2,153407460,153529971,-,23.6228692006
Rnmtl1,chr11,76243735,76250622,+,23.6189932711
Cabp1,chr5,115168690,115186121,-,23.6166976648
1700057H21Rik,chr2,51421049,51437900,-,23.6146294738
Tmem186,chr16,8633730,8637701,-,23.6083231468
Gbf1,chr19,46152557,46286510,+,23.5948290469
AI314180,chr4,58800030,58912725,-,23.5773900255
Arhgap39,chr15,76723984,76818170,-,23.5710822186
Ppp1r35,chr5,137778917,137780107,+,23.5668500784
Sphk2,chr7,45709462,45718002,-,23.5609183392
Rhbdd3,chr11,5099272,5106100,+,23.5583809321
4930579G24Rik,chr3,79629078,79632819,+,23.5537666906
Cluap1,chr16,3909008,3941147,+,23.5454986053
Cdc42ep3,chr17,79334024,79355091,-,23.5392133121
Susd6,chr12,80790531,80880833,+,23.5047652391
Erbb3,chr10,128569367,128589501,-,23.4816919517
Rasa1,chr13,85214698,85289486,-,23.4795022457
Arrdc3,chr13,80883421,80896043,+,23.468106545
Fancg,chr4,43002336,43010301,-,23.4648567314
Pcif1,chr2,164879367,164891437,+,23.460591556
Pdcd4,chr19,53892230,53929861,+,23.4585975314
Abcd4,chr12,84602530,84617466,-,23.4579775116
Rbm33,chr5,28317188,28419242,+,23.4500257734
Syt9,chr7,107370789,107548655,+,23.4442523923
Gm364,chrX,57409148,57488771,+,23.4403985586
Fam195a,chr17,25863697,25868738,-,23.4386921497
Etv6,chr6,134035699,134270147,+,23.4374426095
Ltn1,chr16,87376650,87432606,-,23.4239782661
Gm53,chr11,96251659,96264484,+,23.4207488174
Srek1ip1,chr13,104817238,104838659,+,23.4161270281
Sft2d1,chr17,8311102,8327442,+,23.4151107513
Dmc1,chr15,79561497,79605109,-,23.4063179751
Zranb3,chr1,127954178,128103047,-,23.3946035396
Btrc,chr19,45363733,45533343,+,23.3907370055
Mrpl57,chr14,57826238,57828745,+,23.3852339736
Fam175b,chr7,132859224,132885114,+,23.3838792132
Them6,chr15,74721233,74724373,+,23.3767673237
Mia3,chr1,183326235,183369565,-,23.3672418936
Sirt7,chr11,120618371,120625002,-,23.3671039315
Gyltl1b,chr2,92365045,92371057,-,23.363615417
Gspt2,chrX,94636068,94638561,+,23.3539838885
Mier1,chr4,103114389,103165754,+,23.351210845
Hpcal1,chr12,17690813,17791926,+,23.3453090881
Zgpat,chr2,181364930,181380793,+,23.318998665
Bet1l,chr7,140853383,140856383,-,23.3171485797
Tmem150a,chr6,72355482,72359762,+,23.316527525
Spata2,chr2,167481135,167492874,-,23.3076560293
Ccdc160,chrX,52791199,52799468,+,23.3073773512
Kdm4b,chr17,56326049,56402873,+,23.3030456306
Itfg1,chr8,85717556,85840949,-,23.301395171
Osbpl11,chr16,33185070,33243312,+,23.2851001732
Rabl2,chr15,89582526,89591923,-,23.2815923566
1190002N15Rik,chr9,94517863,94538081,-,23.2504891688
Jdp2,chr12,85599104,85639878,+,23.2497993983
Cdk7,chr13,100697024,100730942,-,23.2383451617
AI118078,chr9,55326948,55438344,+,23.2350498138
Dcaf12l1,chrX,44786566,44790197,-,23.2219358517
Ap1g2,chr14,55098834,55106593,-,23.2079406897
Ankle1,chr8,71406011,71409904,+,23.2076634641
Znf512b,chr2,181582102,181592461,-,23.2073613125
Mkks,chr2,136873780,136891406,-,23.2049409195
Recql5,chr11,115892594,115933492,-,23.2024882046
Wdr4,chr17,31494321,31512487,-,23.1795580296
Sbno2,chr10,80057013,80102702,-,23.1700103193
AI597479,chr1,43098709,43115946,+,23.1687151735
Neat1,chr19,5824709,5845480,-,23.1530070452
Dnajc24,chr2,105966707,106003549,-,23.1499431182
Rgcc,chr14,79288749,79301635,-,23.1494520151
Usp24,chr4,106316212,106441327,+,23.1342935584
Pomt1,chr2,32236682,32255005,+,23.1311944799
Unk,chr11,116030315,116061214,+,23.1148552356
Crbn,chr6,106778244,106800087,-,23.1114388791
Stmn3,chr2,181306458,181314500,-,23.1073359489
Fbxo33,chr12,59200654,59219483,-,23.092083923
Cdc25b,chr2,131186947,131198511,+,23.0853957384
Mut,chr17,40934684,40961989,+,23.0820199226
Tbpl1,chr10,22703876,22731447,-,23.0455783803
Mtcl1,chr17,66336981,66449750,-,23.0444352267
Fastkd1,chr2,69686823,69712606,-,23.0441216018
Cep104,chr4,153975560,154007225,+,23.0437150523
Sc5d,chr9,42254176,42264300,-,23.0203704456
Mtor,chr4,148448581,148557685,+,23.0185832467
Smurf2,chr11,106820063,106920715,-,22.983940524
Coa4,chr7,100537099,100539812,+,22.9809962356
Fam20b,chr1,156678570,156718910,-,22.9690334229
Tanc1,chr2,59612041,59846213,+,22.9652337608
Apoa2,chr1,171221563,171226379,+,22.960710602
Eps8,chr6,137477244,137649285,-,22.9525869141
Ccdc92,chr5,124834431,124862221,-,22.9462869209
Foxo3,chr10,42185785,42276742,-,22.9375280707
Myl4,chr11,104550662,104587219,+,22.933294383
Slc19a2,chr1,164249045,164265385,+,22.9312513561
Zbtb32,chr7,30589680,30592942,-,22.9258852546
Pik3cb,chr9,99038401,99140211,-,22.9203034278
Lgr4,chr2,109917646,110014257,+,22.8970106367
Stx3,chr19,11775117,11819403,-,22.8920093948
Acadl,chr1,66830838,66863309,-,22.8762712687
Tmed5,chr5,108121646,108132591,-,22.8665197393
Timmdc1,chr16,38497842,38522663,-,22.8626337632
Flad1,chr3,89402672,89411863,-,22.8622695192
Mastl,chr2,23116543,23156024,-,22.8619066294
Adprm,chr11,67037879,67052618,-,22.8609353438
Ubr2,chr17,46928290,47010532,-,22.852986535
Gjb4,chr4,127351085,127354081,-,22.8514528908
Cadm4,chr7,24482022,24504533,+,22.8477955897
Rita1,chr5,120609059,120612589,-,22.8467912992
Chpf,chr1,75474568,75479471,-,22.8428367013
Ptprk,chr10,28074819,28597397,+,22.836294977
Slc35b4,chr6,34155878,34177054,-,22.829972017
Polr3f,chr2,144527744,144541779,+,22.8070909256
Med16,chr10,79894706,79908938,-,22.8017376383
Arhgap12,chr18,6024449,6136098,-,22.7916907574
Yeats2,chr16,20141062,20232573,+,22.7828528467
Phf8,chrX,151520671,151633857,+,22.7821743914
Ppp1r21,chr17,88530123,88588367,+,22.7690558103
Dido1,chr2,180657962,180709999,-,22.7676491903
Palm,chr10,79793571,79820896,+,22.7585104888
Nabp1,chr1,51469487,51478399,-,22.7500732718
Nsl1,chr1,191063020,191084558,+,22.7423310066
Osbpl7,chr11,97050819,97068904,+,22.734439979
Ezh1,chr11,101191114,101226463,-,22.733364421
Arfip1,chr3,84496092,84582625,-,22.7225768208
Tmem138,chr19,10570477,10577386,-,22.7204965865
Slc25a23,chr17,57043710,57059863,-,22.6973187863
Zmynd11,chr13,9684835,9765314,-,22.6939784659
Serping1,chr2,84765359,84775429,-,22.6916188999
Cdk5rap2,chr4,70223023,70410367,-,22.6905673552
Tmem41b,chr7,109972186,109986230,-,22.6901918663
Zfp335,chr2,164891891,164911750,-,22.6851246111
Epc2,chr2,49451485,49551609,+,22.6753856233
Ppt2,chr17,34616661,34628279,-,22.6739766425
Pnldc1,chr17,12888901,12910000,-,22.6733462828
Map3k4,chr17,12227620,12318660,-,22.6721292338
Tfdp2,chr9,96196274,96323646,+,22.6676167844
Emc1,chr4,139352586,139378735,+,22.6605866985
Slc19a1,chr10,77032738,77050432,+,22.6541727605
Gpx7,chr4,108400216,108406713,-,22.6464150183
C130074G19Rik,chr1,184871925,184883036,-,22.6434955241
Depdc1b,chr13,108316336,108389557,+,22.6272948283
Commd2,chr3,57644348,57651684,-,22.6213294701
Cacng7,chr7,3336584,3366948,+,22.6199530402
Ttc37,chr13,76098733,76187983,+,22.6188916238
Ano9,chr7,141101218,141117806,-,22.602774307
Iws1,chr18,32067733,32104331,+,22.5999583378
Rfwd2,chr1,159232325,159347580,+,22.5883537957
Polr1e,chr4,45018608,45034279,+,22.5806635388
Faap20,chr4,155249965,155256687,+,22.5711135802
Bard1,chr1,71027534,71102972,-,22.5672546765
Cnp,chr11,100574938,100581739,+,22.5643715302
Zfp819,chr7,43607168,43618279,+,22.5631085416
Rbm15,chr3,107326109,107333289,-,22.5613534382
Rabgap1,chr2,37443284,37566437,+,22.5590643256
D630039A03Rik,chr4,57908383,57916264,-,22.5491187549
Vhl,chr6,113624020,113631633,+,22.5452089668
Sypl,chr12,32953944,32979502,+,22.5272572021
Snx9,chr17,5841379,5930711,+,22.5224832399
Elovl1,chr4,118428092,118432952,+,22.492049889
Asxl2,chr12,3426856,3506849,+,22.4918319913
Fam8a1,chr13,46669521,46675773,+,22.4804588876
Ccdc71,chr9,108460517,108465945,+,22.4795280121
Ydjc,chr16,17146966,17148857,+,22.4695952618
Cchcr1,chr17,35517115,35531015,+,22.4647373654
Bcor,chrX,12036737,12160355,-,22.464380387
Gm14325,chr2,177828990,177840318,-,22.4620330322
Zbtb21,chr16,97947434,97962621,-,22.4543751558
Nrde2,chr12,100125449,100159653,-,22.4510372494
Osbpl1a,chr18,12755311,12941841,-,22.4458229543
Plekhf1,chr7,38220653,38227994,-,22.4404033757
Nktr,chr9,121719180,121756841,+,22.4254073722
Gripap1,chrX,7789992,7820567,+,22.4086847072
Inpp5b,chr4,124741849,124801511,+,22.4028993371
Marcks,chr10,37133242,37138926,-,22.398470086
Nudt22,chr19,6993018,6996037,-,22.3893080711
Mios,chr6,8209226,8236273,+,22.3870551536
Slc44a2,chr9,21320718,21355028,+,22.3742205903
Ammecr1l,chr18,31759823,31784083,+,22.3590208435
Exo5,chr4,120921201,120925005,-,22.3549277142
Ddx58,chr4,40203776,40239825,-,22.3447384692
Elf2,chr3,51252719,51340644,-,22.3387808524
Dph2,chr4,117888642,117892003,-,22.3321651184
Ankrd35,chr3,96670130,96691034,+,22.3094485927
Atad2b,chr12,4917352,5047410,+,22.2988349972
Apc,chr18,34220983,34322190,+,22.2807870962
Fsd1,chr17,55986510,55996881,+,22.2701051458
Atg16l2,chr7,101289615,101302088,-,22.2650038716
Rnf113a1,chrX,37191342,37192465,+,22.2500349008
Dars2,chr1,161040612,161070632,-,22.2378770306
Unc45a,chr7,80325291,80340219,-,22.2325821171
Fundc2,chrX,75382398,75397158,+,22.2263592584
Snrnp35,chr5,124483154,124491122,+,22.2127134425
Arxes2,chrX,135993819,135995359,+,22.1952793484
Dcun1d4,chr5,73481054,73560794,+,22.1935154095
Pex7,chr10,19860089,19907674,-,22.1893182167
Zbtb17,chr4,141444672,141467937,+,22.1815706577
Cdca7l,chr12,117843860,117878706,+,22.179552167
Med29,chr7,28385246,28392690,-,22.1590081017
Tnnt1,chr7,4504569,4515975,-,22.1552701843
Hp1bp3,chr4,138216611,138244682,+,22.1551714537
Zbtb11,chr16,55973803,56008912,+,22.1542056134
Usp32,chr11,84984487,85139955,-,22.1538532723
Vps33b,chr7,80269654,80291579,+,22.146324061
Zfp473,chr7,44731481,44748617,-,22.1301870148
Pcyox1l,chr18,61696836,61707635,-,22.1255623482
Zfp346,chr13,55105308,55135071,+,22.1100600588
1110065P20Rik,chr4,124849484,124850730,-,22.105350843
Elmo2,chr2,165288030,165326479,-,22.0899488807
5031439G07Rik,chr15,84945719,84987971,-,22.0828789638
Phf6,chrX,52912213,52956961,+,22.0527619603
Cyp2b23,chr7,26665226,26686430,-,22.0455622212
Crebzf,chr7,90442780,90448043,+,22.0346888947
Sdhaf3,chr6,6956017,7039220,+,22.0329621033
Ralgds,chr2,28513166,28553082,+,22.0235213624
Dcxr,chr11,120725372,120727281,-,22.0039539968
Ypel3,chr7,126776974,126780514,+,22.0031087626
Mir17hg,chr14,115044389,115046728,+,22.001305274
Nt5c3,chr6,56882401,56923932,-,21.9990577612
Snx11,chr11,96767548,96777555,-,21.9922696876
Steap3,chr1,120226415,120271082,-,21.9687979951
Smcr8,chr11,60777524,60788287,+,21.9640641143
Med14,chrX,12675370,12761973,-,21.9624485103
Slc39a6,chr18,24579880,24603817,-,21.9560834372
Pidd1,chr7,141438514,141443355,-,21.9507592576
Grb10,chr11,11930498,12037420,-,21.9485639185
Fmnl2,chr2,52857867,53134202,+,21.9349110808
Cecr2,chr6,120666420,120771191,+,21.9272473068
Abcb1b,chr5,8798146,8866314,+,21.9237804932
Numb,chr12,83794033,83921934,-,21.9210992818
Ift74,chr4,94614490,94693233,+,21.9151648817
Trim44,chr2,102300118,102400900,-,21.9107371266
Ptges,chr2,30889470,30903297,-,21.9082265146
Kbtbd8,chr6,95117879,95129793,+,21.9042155346
Fuca1,chr4,135920725,135940300,+,21.903476987
Chd2,chr7,73426651,73541746,-,21.8978356901
Rngtt,chr4,33310310,33502614,+,21.8960110569
Clcn6,chr4,148006483,148038767,-,21.8888589707
Zmat3,chr3,32334793,32365665,-,21.8880071629
E2f6,chr12,16810964,16826752,+,21.8862928482
4930591A17Rik,chr2,179414935,179416880,+,21.8837200432
Slc27a4,chr2,29802679,29817522,+,21.8652782737
Tiprl,chr1,165212285,165236958,-,21.8580674428
Vapb,chr2,173737570,173784336,+,21.8575629333
Tmem127,chr2,127247974,127260764,+,21.8543671611
Cd3g,chr9,44969571,44980431,-,21.8516425366
Bahd1,chr2,118901614,118924524,+,21.84084782
Kazn,chr4,142102389,142239401,-,21.8368398725
Crlf2,chr5,109554708,109558993,-,21.8266574084
Hint3,chr10,30608206,30618366,-,21.8091431815
Rasgrp2,chr19,6400582,6415216,+,21.7915755088
Ncapg2,chr12,116405401,116463531,+,21.790552453
Ube4a,chr9,44923126,44965600,-,21.7895233288
Alg14,chr3,121291816,121362011,+,21.788971561
Cdkn2a,chr4,89274472,89294619,-,21.7882711232
4933434E20Rik,chr3,90051635,90063341,+,21.7814046113
Lmo7,chr14,101729927,101934693,+,21.7787806316
Gm17066,chr14,105106727,105114676,-,21.7785464747
Med27,chr2,29346809,29524790,+,21.7723418617
Hibch,chr1,52845045,52920860,+,21.7627928975
Vps39,chr2,120316460,120353133,-,21.7472781776
Cln6,chr9,62838786,62852002,+,21.7451773909
Ing2,chr8,47667177,47675159,-,21.7418679469
Zdhhc9,chrX,48171970,48208702,-,21.727087838
Gatc,chr5,115333241,115341161,-,21.7238001873
Ccdc132,chr6,3498392,3603531,+,21.7169065037
Hinfp,chr9,44295672,44305671,-,21.7136467515
Cdo1,chr18,46713204,46728342,-,21.7052469082
Selm,chr11,3514701,3517351,+,21.7038879132
Mier3,chr13,111686177,111718594,+,21.701411705
5730408K05Rik,chr19,8888386,8888770,-,21.7000058825
Ppard,chr17,28232753,28301469,+,21.6834895569
Pard6b,chr2,168081003,168101203,+,21.6829591773
Ercc8,chr13,108158737,108194981,+,21.6802898605
Josd2,chr7,44467979,44471658,+,21.6796541251
BC004004,chr17,29268787,29302887,+,21.6767053435
Ptpra,chr2,130450277,130554300,+,21.6667696836
Ubl4a,chrX,74365717,74368548,-,21.6555977738
Hnrnpa3,chr2,75659258,75669407,+,21.6401488275
Klk10,chr7,43781053,43785410,+,21.6391025612
Stk11ip,chr1,75521528,75537335,+,21.6349508122
Pde12,chr14,26664116,26669846,-,21.6227713233
Spag9,chr11,93996090,94126082,+,21.6083543386
Lrr1,chr12,69168813,69179010,+,21.6076805766
Birc6,chr17,74528294,74703356,+,21.5882868304
Rab11b,chr17,33742483,33760486,-,21.5766067166
Mb21d2,chr16,28826175,28929698,-,21.5323785927
Wdr91,chr6,34880425,34910831,-,21.5181835603
Ndufaf4,chr4,24898082,24905001,+,21.4953320676
Thada,chr17,84190055,84466208,-,21.4873602357
Dgke,chr11,89037581,89060748,-,21.4785915574
Rnf38,chr4,44126211,44168283,-,21.4775931566
Cdc42bpg,chr19,6306456,6325652,+,21.4655131464
Cbx6,chr15,79823897,79834333,-,21.4595008761
Tbkbp1,chr11,97136170,97149712,-,21.4594624862
Icmt,chr4,152297213,152307126,+,21.458715002
Gas2l1,chr11,5054130,5065327,-,21.455212787
Add3,chr19,53140442,53247326,+,21.4450267385
Gm14139,chr2,150181754,150193279,+,21.443247246
Lrrc2,chr9,110951544,110984064,+,21.4388664379
Wdr53,chr16,32247226,32257083,+,21.4202640247
Bag5,chr12,111709489,111713256,-,21.4019250622
Tbc1d22b,chr17,29549801,29606808,+,21.3964260536
Map4k5,chr12,69803756,69893163,-,21.383940922
Bach1,chr16,87698953,87733346,+,21.3800454772
Tpgs1,chr10,79669409,79676126,+,21.3688205669
Pank3,chr11,35769494,35791285,+,21.3678903441
Pianp,chr6,124996719,125003097,+,21.3670262704
Rabgef1,chr5,130171818,130214337,+,21.3560083039
Gm2381,chr7,42816826,42867234,-,21.3478378433
Git2,chr5,114727407,114773492,-,21.3429846813
Gatb,chr3,85574128,85654470,+,21.3172932018
Zfp36l2,chr17,84183927,84187947,-,21.3089470857
Mir25,chr5,138165320,138165404,-,21.3088862373
Wfs1,chr5,36966103,36988982,-,21.3046054793
Casp2,chr6,42264984,42282508,+,21.3001301406
Grpel2,chr18,61712423,61726331,-,21.2961875574
Fam179b,chr12,64965741,65022573,+,21.2893778278
Tmem115,chr9,107533944,107538656,+,21.2795973876
Tnks,chr8,34829178,34965690,-,21.2791560067
Otud3,chr4,138895378,138913947,-,21.2764748552
Tubgcp5,chr7,55794147,55831447,+,21.2755521362
2900097C17Rik,chr2,156388062,156392979,-,21.2725561495
Furin,chr7,80389193,80405436,-,21.2598432573
Myl6b,chr10,128494156,128498685,-,21.2565903212
Ccdc50,chr16,27388955,27452218,+,21.2527465393
Specc1l,chr10,75212072,75312400,+,21.2513715758
Cmc2,chr8,116888684,116921436,-,21.2487455357
Ufl1,chr4,25248585,25281821,-,21.2485523448
Rnf41,chr10,128411615,128441441,+,21.243546997
Fbxo25,chr8,13907805,13940521,+,21.2397035365
Clasp1,chr1,118389057,118609462,+,21.2338820958
Tm2d1,chr4,98355369,98383265,-,21.2304405785
Exoc5,chr14,49012143,49066667,-,21.2282936606
Laptm4b,chr15,34238025,34284295,+,21.2260922314
Pradc1,chr6,85446784,85451970,-,21.2153392438
Rundc3a,chr11,102393402,102402939,+,21.2076332591
Sel1l,chr12,91806042,91849157,-,21.1997384431
Fbxo7,chr10,86021928,86048328,+,21.1823456218
Mettl23,chr11,116843514,116849740,+,21.1771312263
Snord53,ambiguous,71640888,71641658,+,21.170367907
Kirrel,chr3,87078591,87174747,-,21.1628332442
Agpat5,chr8,18846278,18884413,+,21.1552098839
Fcho2,chr13,98723405,98815449,-,21.1451229022
Klhl21,chr4,152008890,152017677,+,21.1406820298
Kbtbd4,chr2,90904785,90910560,+,21.1387798974
Tbc1d14,chr5,36490603,36586226,-,21.1378049894
Zfp566,chr7,30077336,30090510,-,21.1217897881
Ttc7b,chr12,100300769,100520822,-,21.1119801055
Rap2c,chrX,51003913,51018018,-,21.1083649011
Nipbl,chr15,8289823,8444463,-,21.1055934234
Acadsb,chr7,131410600,131446211,+,21.1022848891
Zbtb7b,chr3,89377645,89393203,-,21.1019557085
Trappc6a,chr7,19508728,19516145,+,21.0975206753
Smim8,chr4,34768671,34778337,-,21.0928133688
Zfp930,chr8,69209045,69230539,+,21.0927740944
Cept1,chr3,106502259,106547802,-,21.0817121218
Itpr3,chr17,27057303,27122223,+,21.0780559933
Ttyh3,chr5,140620576,140649031,-,21.0779154971
N4bp2,chr5,65763520,65826784,+,21.0719204958
Ank,chr15,27466676,27594907,+,21.0711748853
Pdk1,chr2,71873223,71903858,+,21.0529724305
Hltf,chr3,20057810,20118491,+,21.0343481286
Hes6,chr1,91411482,91413222,-,21.0316566095
Arrdc4,chr7,68736993,68749238,-,21.0310758544
Kifap3,chr1,163779582,163917107,+,21.0208162517
Card10,chr15,78775135,78803042,-,21.0177082107
Med26,chr8,72494558,72548310,-,21.0151041268
Cdkn1b,chr6,134920400,134925525,+,21.0065090443
Myo1e,chr9,70207349,70400067,+,21.0024932827
BC037034,chr5,138259657,138264052,-,20.9966117896
Atad5,chr11,80089399,80135791,+,20.9963990606
Gpalpp1,chr14,76086231,76110815,-,20.9951644213
Hook1,chr4,95967378,96024274,+,20.9843150836
Mfsd12,chr10,81357569,81364035,+,20.9831470414
Msln,chr17,25748612,25754327,-,20.9824982101
Tmem194,chr10,127677064,127701047,+,20.9796101912
Taf6l,chr19,8774353,8786417,-,20.9745748404
Grb7,chr11,98446833,98455373,+,20.9712192799
Slc25a40,chr5,8422837,8454839,+,20.9633706324
Rtn2,chr7,19282623,19296164,+,20.9550957535
Wdr24,chr17,25823626,25828730,+,20.9536030793
Fbxw7,chr3,84815576,84979198,+,20.9481811028
Galk2,chr2,125859108,125984298,+,20.9467713946
Prkd3,chr17,78949404,79020816,-,20.9375781414
Sh3d19,chr3,86084433,86130521,+,20.9282735732
Slc4a11,chr2,130684107,130697519,-,20.8866002542
Cited4,chr4,120666562,120667820,+,20.8673752153
Hmg20a,chr9,56418845,56496936,+,20.863195761
Osbpl2,chr2,180119365,180162680,+,20.8520247693
Snx14,chr9,88376746,88438951,-,20.8518526399
C330006A16Rik,chr2,26136806,26140506,-,20.8512126036
Trmt44,chr5,35556208,35575070,-,20.8505497835
Zdhhc20,chr14,57832701,57890262,-,20.8497570392
Rnu73b,chr3,86140616,86140687,-,20.8479825056
Ripk3,chr14,55784994,55788857,-,20.8463675572
Mmgt1,chrX,56585511,56597919,-,20.8448571917
Sipa1l2,chr8,125418062,125492710,-,20.8416039051
E4f1,chr17,24443777,24455392,-,20.8398549528
Pla2g15,chr8,106150398,106164715,+,20.8109806485
Zfp958,chr8,4613169,4630231,+,20.8081795561
P4ha1,chr10,59323295,59373304,+,20.807766871
Dedd2,chr7,25202839,25219859,-,20.8029134601
Tmem69,chr4,116551527,116555943,-,20.7982396683
Gabpb1,chr2,126628906,126676337,-,20.7960233898
Qrsl1,chr10,43874189,43901736,-,20.7915369703
Tbc1d7,chr13,43151741,43171501,-,20.7892048594
Rps6kb1,chr11,86499010,86544807,-,20.7891058319
Tbccd1,chr16,22813214,22857569,-,20.7849820656
Tab3,chrX,85574021,85634469,+,20.7825434348
Cspp1,chr1,10038217,10136768,+,20.7574945858
Cpt1c,chr7,44959371,44974851,-,20.7524392973
2210016F16Rik,chr13,58380045,58385225,-,20.7510819544
Dtd2,chr12,51997506,52006501,-,20.7467237339
Nagpa,chr16,5195279,5204012,-,20.7355816587
Nek9,chr12,85299513,85339362,-,20.7324122939
Usp37,chr1,74435509,74544286,-,20.7292329787
Socs6,chr18,88867879,88894207,-,20.7160854088
Ccdc14,chr16,34690615,34725194,+,20.7115497282
Smarcc2,chr10,128459235,128490174,+,20.7054647167
Naga,chr15,82329531,82338826,-,20.7020512608
Fam107b,chr2,3713457,3782134,+,20.6995429272
Abhd17b,chr19,21653308,21685637,+,20.6973568269
Dscc1,chr15,55076100,55090478,-,20.6907441544
Magohb,chr6,131284388,131293244,-,20.6851668196
Itm2a,chrX,107397194,107403360,-,20.6832417157
9430038I01Rik,chr7,137375568,137410756,-,20.6808346789
Zfp91,chr19,12766938,12796123,-,20.679950432
Stx6,chr1,155158702,155203517,+,20.6632078071
Rpap2,chr5,107597372,107661853,+,20.656032636
Syn1,chrX,20860510,20920918,-,20.6537748996
Snord1b,chr11,116674146,116674223,+,20.6505105209
Lsr,chr7,30957769,30973469,-,20.6331387339
Cand2,chr6,115774556,115805555,+,20.6168023644
Zfp955b,chr17,33289543,33304689,+,20.6057847431
Dnmt3a,chr12,3806979,3914443,+,20.5971452806
Jakmip1,chr5,37050856,37125298,+,20.5926907891
Daam1,chr12,71831067,71992376,+,20.5868253204
Ccne2,chr4,11191350,11204779,+,20.5837776314
Med28,chr5,45520228,45529284,+,20.5772449303
Zdhhc3,chr9,123072309,123113205,-,20.5613911147
Macf1,chr4,123349632,123684360,-,20.558267158
Stx7,chr10,24149316,24188959,+,20.5536389713
Ginm1,chr10,7767946,7780917,-,20.552161997
Slc9a1,chr4,133369771,133423698,+,20.5516985065
Apopt1,chr12,111713268,111755055,+,20.5452158404
Siah1a,chr8,86723937,86746006,-,20.5425316613
Mfng,chr15,78755882,78773445,-,20.5402209041
Fastkd5,chr2,130613837,130630027,-,20.524664429
Morn4,chr19,42074938,42086370,-,20.5173834304
Gla,chrX,134588168,134601005,-,20.5049934307
Slc4a2,chr5,24425231,24440947,+,20.5036465857
Hs2st1,chr3,144431106,144570216,-,20.4929823176
Xpc,chr6,91489306,91515888,-,20.4923217259
Cdk17,chr10,93160875,93241342,+,20.4897762193
Kctd2,chr11,115420125,115431274,+,20.4879947219
Dtx1,chr5,120680263,120711669,-,20.4815843732
Eps15,chr4,109280274,109387816,+,20.481194929
Tia1,chr6,86404218,86433405,+,20.4782203239
Efcab14,chr4,115738072,115777327,+,20.4764291355
Gas8,chr8,123518834,123536650,+,20.4704734498
Ggta1,chr2,35400178,35461449,-,20.458658209
Ccdc94,chr17,55959186,55967951,+,20.4536151559
Capn5,chr7,98121558,98178274,-,20.4512145822
Stk19,chr17,34823992,34836903,-,20.4342283342
Glmn,chr5,107548966,107597888,-,20.4268887978
Pex10,chr4,155067029,155072406,+,20.4252349386
Mthfr,chr4,148039076,148059562,+,20.4238283386
Marf1,chr16,14109165,14159274,-,20.4232649888
4930503L19Rik,chr18,70453139,70472480,-,20.4071638601
Cep295,chr9,15316913,15357788,-,20.405175256
Gsk3b,chr16,38089000,38246079,+,20.3977588249
Auh,chr13,52835109,52929677,-,20.3758554819
Dnajc3,chr14,118937931,118981702,+,20.3708687251
Hars2,chr18,36783208,36792560,+,20.352391234
Zfp599,chr9,22247429,22259895,-,20.3370573118
Lrrc57,chr2,120604237,120609508,-,20.3177305864
Asb13,chr13,3634031,3651779,+,20.3114986453
Trp53i11,chr2,93187583,93201757,+,20.3029401567
Epb4.1l4b,chr4,57061725,57143156,-,20.2904015172
Wipf2,chr11,98863597,98905578,+,20.2802330883
Ptpn2,chr18,67665500,67724621,-,20.2792475878
Gpat2,chr2,127425198,127436092,+,20.2577365983
Zfp367,chr13,64133056,64153199,-,20.2422945685
Alg6,chr4,99715629,99763460,+,20.2283968064
Mrrf,chr2,36136397,36190283,+,20.2200602544
Itgb1bp1,chr12,21269805,21286237,-,20.2182020372
Tbl1xr1,chr3,22076651,22216594,+,20.2151467922
Fam160b2,chr14,70583294,70599835,-,20.199550373
Klc4,chr17,46630630,46645144,-,20.1898719619
Xxylt1,chr16,30955502,31081432,-,20.1834508449
Vps51,chr19,6067841,6077187,-,20.1786679456
Slc11a2,chr15,100387899,100423055,-,20.1759699101
Mmp14,chr14,54431603,54441258,+,20.1758618351
Actr3b,chr5,25760025,25850341,+,20.1744679468
Tmem43,chr6,91473750,91488458,+,20.17011682
1600020E01Rik,chr6,86527329,86564449,+,20.1650301527
Snord73a,chr3,86138790,86138858,-,20.1586252563
Cln5,chr14,103070215,103077630,+,20.1584785318
Zfp292,chr4,34803109,34882948,-,20.1567107831
Capn10,chr1,92934407,92947948,+,20.1552219624
Lamb2,chr9,108479861,108490530,+,20.1530041864
