name,chr,start,end,strand,RPK
Olfr305,chr7,86363835,86364835,-,0
Olfr308,chr7,86321450,86322450,-,0
Olfr309,chr7,86306611,86307611,-,0
Olfr31,chr14,14327612,14328612,+,0
Olfr310,chr7,86269311,86270311,-,0
Olfr311,chr11,58840615,58841615,+,0
Olfr312,chr11,58830655,58831655,+,0
Olfr313,chr11,58816427,58817427,+,0
Olfr314,chr11,58785638,58786638,+,0
Olfr315,chr11,58777588,58778588,+,0
Olfr317,chr11,58732723,58733723,-,0
Olfr318,chr11,58720594,58721594,-,0
Olfr32,chr2,90141793,90142793,-,0
Olfr320,chr11,58683374,58684374,+,0
Olfr322,chr11,58665060,58666060,+,0
Olfr323,chr11,58625544,58626544,-,0
Olfr324,chr11,58596844,58597844,+,0
Olfr325,chr11,58580336,58581336,+,0
Olfr328,chr11,58551737,58552737,-,0
Olfr33,chr7,102713911,102714911,-,0
Olfr330,chr11,58534325,58535325,-,0
Olfr331,chr11,58502072,58503072,-,0
Olfr332,chr11,58491999,58492999,-,0
Olfr338,chr2,36376277,36377277,+,0
Olfr341,chr2,36479628,36480628,-,0
Olfr342,chr2,36526913,36527913,+,0
Olfr344,chr2,36568099,36569099,+,0
Olfr345,chr2,36639540,36640540,+,0
Olfr347,chr2,36733822,36734822,+,0
Olfr348,chr2,36786026,36787026,+,0
Olfr350,chr2,36849547,36850547,+,0
Olfr351,chr2,36859846,36860846,-,0
Olfr352,chr2,36869067,36870067,+,0
Olfr353,chr2,36890346,36891346,-,0
Olfr354,chr2,36906447,36907447,+,0
Olfr355,chr2,36927612,36928612,-,0
Olfr356,chr2,36936620,36937620,+,0
Olfr357,chr2,36996311,36997311,+,0
Olfr358,chr2,37005112,37006112,-,0
Olfr360,chr2,37067806,37068806,+,0
Olfr362,chr2,37105148,37106148,-,0
Olfr365,chr2,37200742,37201742,+,0
Olfr366,chr2,37218990,37219990,+,0
Olfr367-ps,chr2,37266450,37267450,+,0
Olfr368,chr2,37331248,37332248,+,0
Olfr370,chr8,83540592,83541592,+,0
Olfr371,chr8,85229996,85230996,+,0
Olfr372,chr8,72057159,72058159,+,0
Olfr374,chr8,72106539,72107539,+,0
Olfr378,chr11,73427977,73428977,-,0
Olfr38,chr6,42761553,42762553,+,0
Olfr380,chr11,73453710,73454710,-,0
Olfr382,chr11,73516697,73517697,-,0
Olfr384,chr11,73602081,73603081,+,0
Olfr385,chr11,73589236,73590236,-,0
Olfr389,chr11,73780089,73781089,-,0
Olfr39,chr9,20281850,20282850,+,0
Olfr390,chr11,73786439,73787439,+,0
Olfr391-ps,chr11,73802484,73803484,-,0
Olfr392,chr11,73816377,73817377,-,0
Olfr393,chr11,73847623,73848623,-,0
Olfr394,chr11,73887870,73888870,-,0
Olfr395,chr11,73906990,73907990,-,0
Olfr397,chr11,73964109,73965109,+,0
Olfr398,chr11,73984106,73985106,-,0
Olfr399,chr11,74054278,74055278,-,0
Olfr401,chr11,74120790,74121790,+,0
Olfr402,chr11,74154655,74155655,+,0
Olfr403,chr11,74195004,74196004,+,0
Olfr406,chr11,74268890,74269890,+,0
Olfr410,chr11,74334729,74335729,-,0
Olfr411,chr11,74347172,74348172,-,0
Olfr412,chr11,74364170,74365170,+,0
Olfr414,chr1,174429929,174430929,+,0
Olfr417,chr1,174368418,174369418,+,0
Olfr418,chr1,173269646,173270646,+,0
Olfr420,chr1,174158221,174159221,+,0
Olfr421-ps1,chr1,174150980,174151980,+,0
Olfr424,chr1,174136245,174137245,+,0
Olfr426,chr1,174098959,174099959,+,0
Olfr427,chr1,174098959,174099959,+,0
Olfr429,chr1,174088537,174089537,+,0
Olfr43,chr11,74206789,74207789,-,0
Olfr430,chr1,174068799,174069799,+,0
Olfr432,chr1,174049874,174050874,+,0
Olfr433,chr1,174041432,174042432,+,0
Olfr434,chr6,43216414,43217414,+,0
Olfr435,chr6,43201145,43202145,+,0
Olfr437,chr6,43166559,43167559,+,0
Olfr44,chr9,39493488,39494488,-,0
Olfr441,chr6,43115243,43116243,+,0
Olfr444,chr6,42954999,42955999,+,0
Olfr446,chr6,42926732,42927732,+,0
Olfr447,chr6,42911024,42912024,+,0
Olfr448,chr6,42895952,42896952,+,0
Olfr449,chr6,42837382,42838382,+,0
Olfr45,chr7,140690406,140691406,+,0
Olfr450,chr6,42816972,42817972,+,0
Olfr452,chr6,42789540,42790540,+,0
Olfr453,chr6,42743538,42744538,+,0
Olfr456,chr6,42486714,42487714,-,0
Olfr457,chr6,42471676,42472676,-,0
Olfr458,chr6,42460517,42461517,-,0
Olfr459,chr6,41771797,41772797,-,0
Olfr46,chr7,140600839,140601839,+,0
Olfr460,chr6,40570887,40571887,+,0
Olfr461,chr6,40544477,40545477,-,0
Olfr462,chr11,87889394,87890394,-,0
Olfr463,chr11,87893422,87894422,-,0
Olfr466,chr13,65151725,65152725,+,0
Olfr467,chr7,107814085,107815085,+,0
Olfr47,chr6,43235109,43236109,+,0
Olfr472,chr7,107902218,107903218,+,0
Olfr473,chr7,107933021,107934021,+,0
Olfr474,chr7,107954142,107955142,+,0
Olfr476,chr7,107966898,107967898,+,0
Olfr477,chr7,107989866,107990866,+,0
Olfr479,chr7,108054483,108055483,+,0
Olfr48,chr2,89844471,89845471,-,0
Olfr480,chr7,108066296,108067296,-,0
Olfr481,chr7,108080295,108081295,+,0
Olfr483,chr7,108102810,108103810,+,0
Olfr484,chr7,108124761,108125761,-,0
Olfr485,chr7,108159371,108160371,-,0
Olfr487,chr7,108212027,108213027,-,0
Olfr488,chr7,108255636,108256636,-,0
Olfr49,chr14,54282425,54283425,-,0
Olfr490,chr7,108286624,108287624,-,0
Olfr491,chr7,108316395,108317395,+,0
Olfr492,chr7,108323174,108324174,-,0
Olfr493,chr7,108346479,108347479,-,0
Olfr494,chr7,108366991,108367991,+,0
Olfr495,chr7,108394621,108395621,+,0
Olfr497,chr7,108422072,108423072,+,0
Olfr498,chr7,108464825,108465825,+,0
Olfr50,chr2,36792737,36793737,+,0
Olfr502,chr7,108523448,108524448,-,0
Olfr504,chr7,108565293,108566293,-,0
Olfr506,chr7,108611808,108612808,+,0
Olfr507,chr7,108621313,108622313,+,0
Olfr508,chr7,108629493,108630493,+,0
Olfr509,chr7,108646074,108647074,-,0
Olfr51,chr11,51006473,51007473,+,0
Olfr510,chr7,108666917,108667917,+,0
Olfr512,chr7,108712854,108713854,+,0
Olfr513,chr7,108754357,108755357,+,0
Olfr514,chr7,108825497,108826497,-,0
Olfr516,chr7,108845508,108846508,-,0
Olfr517,chr7,108868652,108869652,-,0
Olfr518,chr7,108881104,108882104,-,0
Olfr519,chr7,108893905,108894905,-,0
Olfr52,chr2,86181609,86182609,-,0
Olfr520,chr7,99734644,99735644,+,0
Olfr521,chr7,99766663,99767663,+,0
Olfr522,chr7,140162448,140163448,-,0
Olfr524,chr7,140202268,140203268,-,0
Olfr525,chr7,140322200,140323200,+,0
Olfr527,chr7,140335363,140336363,+,0
Olfr53,chr7,140645951,140646951,+,0
Olfr530,chr7,140373108,140374108,-,0
Olfr531,chr7,140400544,140401544,-,0
Olfr532,chr7,140419271,140420271,-,0
Olfr533,chr7,140465702,140466702,+,0
Olfr535,chr7,140492139,140493139,+,0
Olfr538,chr7,140573654,140574654,+,0
Olfr539,chr7,140666788,140667788,+,0
Olfr54,chr11,51026503,51027503,+,0
Olfr544,chr7,102487807,102488807,-,0
Olfr545,chr7,102494273,102495273,-,0
Olfr547,chr7,102534248,102535248,+,0
Olfr549,chr7,102553785,102554785,+,0
Olfr55,chr17,33175915,33176915,+,0
Olfr550,chr7,102577968,102578968,+,0
Olfr551,chr7,102588319,102589319,-,0
Olfr552,chr7,102603855,102604855,+,0
Olfr553,chr7,102614487,102615487,-,0
Olfr554,chr7,102639747,102640747,+,0
Olfr555,chr7,102658322,102659322,+,0
Olfr556,chr7,102669400,102670400,+,0
Olfr557,chr7,102697715,102698715,+,0
Olfr558,chr7,102701822,102702822,+,0
Olfr559,chr7,102723988,102724988,-,0
Olfr56,chr11,49050232,49051232,+,0
Olfr560,chr7,102753427,102754427,-,0
Olfr561,chr7,102774025,102775025,+,0
Olfr566,chr7,102856771,102857771,-,0
Olfr568,chr7,102876621,102877621,+,0
Olfr569,chr7,102887651,102888651,-,0
Olfr57,chr10,79034222,79035222,+,0
Olfr570,chr7,102899868,102900868,+,0
Olfr571,chr7,102909337,102910337,-,0
Olfr572,chr7,102927129,102928129,+,0
Olfr574,chr7,102947966,102948966,+,0
Olfr575,chr7,102955120,102956120,-,0
Olfr576,chr7,102964601,102965601,+,0
Olfr577,chr7,102973490,102974490,-,0
Olfr578,chr7,102984662,102985662,-,0
Olfr58,chr9,19779782,19780782,+,0
Olfr582,chr7,103040980,103041980,+,0
Olfr583,chr7,103050799,103051799,+,0
Olfr584,chr7,103085019,103086019,+,0
Olfr585,chr7,103097242,103098242,+,0
Olfr586,chr7,103122282,103123282,-,0
Olfr589,chr7,103155245,103156245,-,0
Olfr59,chr11,74283308,74284308,+,0
Olfr591,chr7,103173135,103174135,-,0
Olfr592,chr7,103186102,103187102,+,0
Olfr593,chr7,103211361,103212361,+,0
Olfr594,chr7,103219219,103220219,+,0
Olfr596,chr7,103309222,103310222,+,0
Olfr598,chr7,103327987,103328987,+,0
Olfr599,chr7,103337555,103338555,+,0
Olfr6,chr7,106956434,106957434,-,0
Olfr60,chr7,140345487,140346487,-,0
Olfr600,chr7,103346426,103347426,-,0
Olfr601,chr7,103358713,103359713,-,0
Olfr603,chr7,103383500,103384500,-,0
Olfr605,chr7,103442650,103443650,-,0
Olfr606,chr7,103450838,103451838,+,0
Olfr608,chr7,103469540,103470540,+,0
Olfr609,chr7,103492376,103493376,-,0
Olfr61,chr7,140637202,140638202,+,0
Olfr610,chr7,103506444,103507444,-,0
Olfr611,chr7,103517882,103518882,-,0
Olfr612,chr7,103538732,103539732,-,0
Olfr613,chr7,103549867,103550867,+,0
Olfr615,chr7,103559978,103560978,+,0
Olfr616,chr7,103564777,103565777,-,0
Olfr617,chr7,103583523,103584523,+,0
Olfr618,chr7,103596817,103597817,+,0
Olfr619,chr7,103603088,103604088,+,0
Olfr62,chr4,118665018,118666018,+,0
Olfr622,chr7,103639638,103640638,-,0
Olfr623,chr7,103660818,103661818,-,0
Olfr624,chr7,103670529,103671529,-,0
Olfr628,chr7,103731427,103732427,+,0
Olfr629,chr7,103740822,103741822,-,0
Olfr63,chr17,33268225,33269225,+,0
Olfr630,chr7,103756850,103757850,-,0
Olfr632,chr7,103936881,103937881,+,0
Olfr633,chr7,103946067,103947067,+,0
Olfr635,chr7,103978675,103979675,+,0
Olfr64,chr7,103893971,103894971,-,0
Olfr641,chr7,104039297,104040297,+,0
Olfr642,chr7,104049852,104050852,-,0
Olfr643,chr7,104059100,104060100,-,0
Olfr644,chr7,104068529,104069529,-,0
Olfr645,chr7,104084578,104085578,-,0
Olfr646,chr7,104105780,104106780,+,0
Olfr648,chr7,104179906,104180906,-,0
Olfr649,chr7,104189705,104190705,-,0
Olfr65,chr7,103905841,103906841,+,0
Olfr651,chr7,104552383,104553383,+,0
Olfr652,chr7,104563651,104564651,+,0
Olfr653,chr7,104579123,104580123,+,0
Olfr654,chr7,104587254,104588254,+,0
Olfr655,chr7,104596679,104597679,-,0
Olfr656,chr7,104617156,104618156,+,0
Olfr657,chr7,104635175,104636175,+,0
Olfr659,chr7,104670203,104671203,+,0
Olfr66,chr7,103881741,103882741,-,0
Olfr661,chr7,104687516,104688516,+,0
Olfr663,chr7,104703068,104704068,+,0
Olfr665,chr7,104880208,104881208,+,0
Olfr666,chr7,104893126,104894126,-,0
Olfr667,chr7,104916794,104917794,-,0
Olfr668,chr7,104925262,104926262,-,0
Olfr669,chr7,104938027,104939027,+,0
Olfr67,chr7,103791330,103792330,-,0
Olfr670,chr7,104960230,104961230,-,0
Olfr671,chr7,104975483,104976483,-,0
Olfr672,chr7,104996402,104997402,-,0
Olfr675,chr7,105024466,105025466,-,0
Olfr676,chr7,105034699,105035699,+,0
Olfr678,chr7,105068968,105069968,+,0
Olfr679,chr7,105085217,105086217,+,0
Olfr68,chr7,103777843,103778843,-,0
Olfr681,chr7,105120958,105121958,+,0
Olfr684,chr7,105157180,105158180,-,0
Olfr685,chr7,105180811,105181811,-,0
Olfr686,chr7,105203841,105204841,-,0
Olfr688,chr7,105287594,105288594,+,0
Olfr689,chr7,105313505,105314505,+,0
Olfr69,chr7,103771094,103772094,-,0
Olfr692,chr7,105367827,105368827,+,0
Olfr693,chr7,106677985,106678985,-,0
Olfr694,chr7,106689229,106690229,-,0
Olfr695,chr7,106715845,106716845,-,0
Olfr698,chr7,106752886,106753886,-,0
Olfr699,chr7,106790499,106791499,-,0
Olfr702,chr7,106826243,106827243,-,0
Olfr703,chr7,106844112,106845112,+,0
Olfr704,chr7,106864481,106865481,+,0
Olfr705,chr7,106873743,106874743,-,0
Olfr706,chr7,106886315,106887315,-,0
Olfr707,chr7,106891607,106892607,-,0
Olfr71,chr4,43706066,43707066,-,0
Olfr710,chr7,106947812,106948812,-,0
Olfr711,chr7,106974951,106975951,-,0
Olfr713,chr7,107035635,107036635,+,0
Olfr714,chr7,107073329,107074329,+,0
Olfr715,chr7,107128982,107129982,-,0
Olfr716,chr7,107146817,107147817,+,0
Olfr720,chr14,14175580,14176580,-,0
Olfr722,chr14,49901441,49902441,-,0
Olfr723,chr14,49929068,49930068,-,0
Olfr724,chr14,49960596,49961596,-,0
Olfr726,chr14,50084179,50085179,-,0
Olfr727,chr14,50126052,50127052,+,0
Olfr728,chr14,50140137,50141137,-,0
Olfr729,chr14,50148372,50149372,-,0
Olfr73,chr2,88034637,88035637,-,0
Olfr730,chr14,50186718,50187718,-,0
Olfr731,chr14,50238383,50239383,-,0
Olfr732,chr14,50281771,50282771,-,0
Olfr733,chr14,50298830,50299830,-,0
Olfr734,chr14,50320333,50321333,-,0
Olfr735,chr14,50345940,50346940,-,0
Olfr736,chr14,50392257,50393257,+,0
Olfr738,chr14,50413045,50414045,+,0
Olfr739,chr14,50424020,50425020,+,0
Olfr74,chr2,87974163,87975163,-,0
Olfr740,chr14,50452553,50453553,+,0
Olfr741,chr14,50472556,50473556,+,0
Olfr742,chr14,50514620,50515620,+,0
Olfr743,chr14,50532913,50533913,+,0
Olfr744,chr14,50617723,50618723,+,0
Olfr745,chr14,50641694,50642694,+,0
Olfr746,chr14,50652738,50653738,+,0
Olfr747,chr14,50681145,50682145,-,0
Olfr748,chr14,50709831,50710831,+,0
Olfr75-ps1,chr11,73409358,73410358,-,0
Olfr750,chr14,51070942,51071942,-,0
Olfr76,chr19,12120174,12121174,-,0
Olfr761,chr17,37952522,37953522,-,0
Olfr763,chr10,129010786,129011786,+,0
Olfr765,chr10,129046561,129047561,-,0
Olfr767,chr10,129079461,129080461,-,0
Olfr769,chr10,129111923,129112923,-,0
Olfr77,chr9,19916728,19917728,+,0
Olfr770,chr10,129133266,129134266,-,0
Olfr771,chr10,129160482,129161482,-,0
Olfr774,chr10,129237650,129238650,+,0
Olfr775,chr10,129250035,129251035,+,0
Olfr776,chr10,129260462,129261462,+,0
Olfr777,chr10,129268821,129269821,-,0
Olfr78,chr7,102758971,102759971,-,0
Olfr780,chr10,129321124,129322124,+,0
Olfr781,chr10,129332382,129333382,+,0
Olfr782,chr10,129350064,129351064,+,0
Olfr784,chr10,129387134,129388134,+,0
Olfr785,chr10,129408867,129409867,+,0
Olfr786,chr10,129436313,129437313,+,0
Olfr789,chr10,129486511,129487511,+,0
Olfr790,chr10,129500385,129501385,+,0
Olfr791,chr10,129525728,129526728,+,0
Olfr792,chr10,129540038,129541038,+,0
Olfr794,chr10,129570156,129571156,+,0
Olfr796,chr10,129607979,129608979,-,0
Olfr798,chr10,129625559,129626559,-,0
Olfr799,chr10,129646629,129647629,+,0
Olfr8,chr10,78954706,78955706,+,0
Olfr801,chr10,129670017,129671017,-,0
Olfr802,chr10,129682237,129683237,-,0
Olfr803,chr10,129691539,129692539,-,0
Olfr804,chr10,129704379,129705379,+,0
Olfr805,chr10,129723042,129724042,-,0
Olfr806,chr10,129738415,129739415,-,0
Olfr807,chr10,129754948,129755948,-,0
Olfr808,chr10,129766997,129767997,+,0
Olfr809,chr10,129775370,129776370,+,0
Olfr810,chr10,129791087,129792087,-,0
Olfr811,chr10,129802023,129803023,-,0
Olfr812,chr10,129842540,129843540,-,0
Olfr814,chr10,129874255,129875255,-,0
Olfr818,chr10,129945560,129946560,-,0
Olfr819,chr10,129966198,129967198,-,0
Olfr820,chr10,130016862,130017862,+,0
Olfr822,chr10,130073911,130074911,+,0
Olfr823,chr10,130112288,130113288,-,0
Olfr824,chr10,130126555,130127555,-,0
Olfr825,chr10,130162824,130163824,-,0
Olfr826,chr10,130180378,130181378,-,0
Olfr827,chr10,130210628,130211628,-,0
Olfr828,chr9,18815792,18816792,-,0
Olfr830,chr9,18874828,18875828,+,0
Olfr832,chr9,18944149,18945149,+,0
Olfr835,chr9,19034624,19035624,+,0
Olfr843,chr9,19248963,19249963,-,0
Olfr845,chr9,19337958,19338958,+,0
Olfr846,chr9,19360856,19361856,-,0
Olfr847,chr9,19375379,19376379,-,0
Olfr849,chr9,19440414,19441414,+,0
Olfr850,chr9,19477748,19478748,-,0
Olfr851,chr9,19496249,19497249,+,0
Olfr853,chr9,19537428,19538428,-,0
Olfr854,chr9,19566882,19567882,-,0
Olfr855,chr9,19584010,19585010,+,0
Olfr856-ps1,chr9,19658180,19659180,-,0
Olfr859,chr9,19807819,19808819,+,0
Olfr860,chr9,19849247,19850247,-,0
Olfr862,chr9,19883803,19884803,-,0
Olfr866,chr9,20027535,20028535,-,0
Olfr867,chr9,20054961,20055961,-,0
Olfr868,chr9,20098125,20099125,+,0
Olfr869,chr9,20128619,20129619,+,0
Olfr870,chr9,20171069,20172069,-,0
Olfr871,chr9,20211706,20212706,+,0
Olfr872,chr9,20236661,20237661,+,0
Olfr873,chr9,20299710,20300710,+,0
Olfr876,chr9,37803388,37804388,+,0
Olfr877,chr9,37854319,37855319,+,0
Olfr878,chr9,37918047,37919047,+,0
Olfr883,chr9,38025307,38026307,+,0
Olfr884,chr9,38046723,38047723,+,0
Olfr885,chr9,38060821,38061821,+,0
Olfr887,chr9,38084337,38085337,+,0
Olfr888,chr9,38108187,38109187,+,0
Olfr889,chr9,38115297,38116297,+,0
Olfr890,chr9,38142636,38143636,+,0
Olfr891,chr9,38180321,38181321,-,0
Olfr893,chr9,38208551,38209551,+,0
Olfr894,chr9,38218317,38219317,+,0
Olfr898,chr9,38348584,38349584,+,0
Olfr899,chr9,38367047,38368047,+,0
Olfr9,chr10,128989413,128990413,+,0
Olfr90,chr17,37085736,37086736,-,0
Olfr900,chr9,38377382,38378382,+,0
Olfr902,chr9,38448291,38449291,+,0
Olfr904,chr9,38463542,38464542,+,0
Olfr905,chr9,38472248,38473248,+,0
Olfr906,chr9,38487530,38488530,+,0
Olfr907,chr9,38498170,38499170,+,0
Olfr908,chr9,38515533,38516533,+,0
Olfr91,chr17,37093372,37094372,-,0
Olfr910,chr9,38537381,38538381,+,0
Olfr911-ps1,chr9,38523229,38524229,+,0
Olfr912,chr9,38579743,38580743,+,0
Olfr913,chr9,38592302,38593302,+,0
Olfr914,chr9,38605966,38606966,+,0
Olfr915,chr9,38647022,38648022,-,0
Olfr916,chr9,38657890,38658890,-,0
Olfr917,chr9,38665342,38666342,-,0
Olfr918,chr9,38672981,38673981,-,0
Olfr919,chr9,38697876,38698876,-,0
Olfr92,chr17,37111480,37112480,-,0
Olfr921,chr9,38772587,38773587,+,0
Olfr922,chr9,38814907,38815907,+,0
Olfr923,chr9,38827114,38828114,+,0
Olfr926,chr9,38876677,38877677,+,0
Olfr93,chr17,37151470,37152470,-,0
Olfr930,chr9,38929672,38930672,+,0
Olfr933,chr9,38975177,38976177,+,0
Olfr934,chr9,38982542,38983542,-,0
Olfr935,chr9,38994933,38995933,-,0
Olfr936,chr9,39047049,39048049,-,0
Olfr937,chr9,39060164,39061164,-,0
Olfr938,chr9,39078243,39079243,-,0
Olfr943,chr9,39165809,39166809,+,0
Olfr944,chr9,39216858,39217858,+,0
Olfr945,chr9,39258179,39259179,-,0
Olfr947-ps1,chr9,39298981,39299981,-,0
Olfr948,chr9,39319112,39320112,-,0
Olfr951,chr9,39393292,39394292,+,0
Olfr952,chr9,39426569,39427569,-,0
Olfr954,chr9,39460932,39461932,+,0
Olfr955,chr9,39470224,39471224,-,0
Olfr957,chr9,39511218,39512218,-,0
Olfr958,chr9,39550369,39551369,-,0
Olfr959,chr9,39572757,39573757,-,0
Olfr960,chr9,39622624,39623624,+,0
Olfr961,chr9,39646227,39647227,+,0
Olfr963,chr9,39668558,39669558,+,0
Olfr965,chr9,39718728,39719728,+,0
Olfr967,chr9,39749887,39750887,+,0
Olfr968,chr9,39772298,39773298,-,0
Olfr969,chr9,39794876,39795876,+,0
Olfr97,chr17,37231868,37232868,-,0
Olfr970,chr9,39819140,39820140,+,0
Olfr971,chr9,39838935,39839935,+,0
Olfr974,chr9,39941761,39942761,+,0
Olfr98,chr17,37263162,37264162,-,0
Olfr981,chr9,40021894,40022894,+,0
Olfr982,chr9,40073796,40074796,+,0
Olfr986,chr9,40186578,40187578,+,0
Olfr987,chr2,85331396,85332396,-,0
Olfr988,chr2,85353424,85354424,-,0
Olfr99,chr17,37279918,37280918,-,0
Olfr992,chr2,85400031,85401031,-,0
Olfr993,chr2,85414377,85415377,-,0
Olfr994,chr2,85430327,85431327,-,0
Olfr995,chr2,85438656,85439656,-,0
Olfr996,chr2,85578714,85579714,+,0
Olfr998,chr2,85590009,85591009,+,0
Omg,chr11,79503582,79504582,-,0
Oog1,chr12,87602164,87603164,+,0
Oog2,chr4,144190216,144191216,+,0
Oosp1,chr19,11690551,11691551,-,0
Oosp3,chr19,11696554,11697554,+,0
Ostn,chr16,27307140,27308140,+,0
Ott,chrX,147992492,147993492,+,0
Ovch2,chr7,107800679,107801679,-,0
P2ry12,chr3,59262331,59263331,-,0
P2ry13,chr3,59210382,59211382,-,0
Pabpc2,chr18,39772996,39773996,+,0
Palmd,chr3,116968452,116969452,-,0
Pantr2,chr1,42712954,42713954,-,0
Panx3,chr9,37668722,37669722,-,0
Pate4,chr9,35611385,35612385,-,0
Paupar,chr2,105660843,105661843,-,0
Pax4,chr6,28448840,28449840,-,0
Pax6os1,chr2,105669830,105670830,-,0
Pbsn,chrX,77853000,77854000,-,0
Pcdha4,chr18,36952188,36953188,+,0
Pcdha6,chr18,36967255,36968255,+,0
Pcdha7,chr18,36973423,36974423,+,0
Pcdha7-g,chr18,36973301,36974301,+,0
Pcdhb13,chr18,37442016,37443016,+,0
Pcdhb15,chr18,37473045,37474045,+,0
Pcdhb9,chr18,37400354,37401354,+,0
Pcsk2os2,chr2,143788686,143789686,-,0
Pglyrp4,chr3,90726405,90727405,+,0
Phxr4,chr9,13430860,13431860,+,0
Pilrb1,chr5,137857549,137858549,-,0
Pilrb2,chr5,137871258,137872258,-,0
Pinc,chr1,73407069,73408069,-,0
Pip,chr6,41847048,41848048,+,0
Pira1,chr7,3914984,3915984,-,0
Pira11,chr7,3897593,3898593,-,0
Pira2,chr7,3844551,3845551,-,0
Pira4,chr7,3897592,3898592,-,0
Pira6,chr7,3897650,3898650,-,0
Pira7,chr7,3897620,3898620,-,0
Pitpnm2os1,chr5,124229224,124230224,+,0
Plac9a,chr14,26181773,26182773,-,0
Plscr5,chr9,92192435,92193435,+,0
Pmch,chr10,88090571,88091571,+,0
Pnliprp1,chr19,58728386,58729386,+,0
Pom121l12,chr11,14598739,14599739,+,0
Pon1,chr6,5193446,5194446,-,0
Pou1f1,chr16,65520128,65521128,+,0
Pou2af1,chr9,51213189,51214189,+,0
Ppp1r1c,chr2,79707279,79708279,+,0
Ppp1r2-ps9,chrX,15110989,15111989,-,0
Prb1,chr6,132210021,132211021,-,0
Prdx6b,chr2,80291969,80292969,+,0
Prg3,chr2,84987714,84988714,+,0
Prh1,chr6,132569341,132570341,+,0
Prl2b1,chr13,27390346,27391346,-,0
Prl2c1,chr13,27848841,27849841,+,0
Prl2c2,chr13,13004830,13005830,-,0
Prl2c3,chr13,12799579,12800579,-,0
Prl2c4,chr13,12799558,12800558,-,0
Prl2c5,chr13,13182281,13183281,+,0
Prl3a1,chr13,27258988,27259988,+,0
Prl3b1,chr13,27241929,27242929,+,0
Prl3c1,chr13,27196159,27197159,+,0
Prl3d1,chr13,27093688,27094688,+,0
Prl3d2,chr13,27121203,27122203,+,0
Prl3d3,chr13,27156298,27157298,+,0
Prl5a1,chr13,28141983,28142983,+,0
Prl6a1,chr13,27312126,27313126,+,0
Prl7a2,chr13,27667536,27668536,-,0
Prl7b1,chr13,27610082,27611082,-,0
Prl7c1,chr13,27780304,27781304,-,0
Prl7d1,chr13,27716237,27717237,-,0
Prl8a2,chr13,27345172,27346172,+,0
Prl8a6,chr13,27438188,27439188,-,0
Prl8a8,chr13,27512713,27513713,-,0
Prlh,chr1,90952607,90953607,+,0
Prm1,chr16,10796323,10797323,-,0
Prm3,chr16,10790414,10791414,-,0
Prn,chr2,131909427,131910427,+,0
Prp2,chr6,132595445,132596445,+,0
Prpmp5,chr6,132314243,132315243,-,0
Prps1l1,chr12,34984260,34985260,+,0
Prr30,chr14,101199569,101200569,-,0
Prr32,chrX,45090403,45091403,+,0
Prr9,chr3,92123447,92124447,-,0
Prss1,chr6,41458429,41459429,+,0
Prss29,chr17,25318153,25319153,+,0
Prss30,chr17,23974730,23975730,-,0
Prss37,chr6,40519008,40520008,-,0
Prss54,chr8,95574697,95575697,-,0
Prss55,chr14,64084889,64085889,-,0
Prss58,chr6,40899887,40900887,-,0
Psg-ps1,chr7,17671812,17672812,+,0
Psg26,chr7,18483649,18484649,-,0
Psg27,chr7,18566805,18567805,-,0
Ptf1aos,chr2,19446174,19447174,-,0
Pth,chr7,113388073,113389073,-,0
Pydc4,chr1,173598774,173599774,-,0
Rab11fip4os2,chr11,79674586,79675586,-,0
Raet1b,chr10,22173374,22174374,+,0
Raet1c,chr10,22173401,22174401,+,0
Rag2,chr2,101624247,101625247,+,0
Rbm31y,chrY,12687609,12688609,+,0
Rbm46os,chr3,82876204,82877204,+,0
Rbmy,chrY,2830179,2831179,+,0
Rd3l,chr12,111980251,111981251,-,0
Rdh19,chr10,127849427,127850427,+,0
Redrum,chr18,54421794,54422794,+,0
Reg3a,chr6,78380208,78381208,+,0
Reg3b,chr6,78370384,78371384,+,0
Ren1,chr1,133350173,133351173,+,0
Rergl,chr6,139501409,139502409,-,0
Retnla,chr16,48842051,48843051,+,0
Retnlb,chr16,48816355,48817355,+,0
Rgr,chr14,37048514,37049514,-,0
Rgs1,chr1,144248604,144249604,-,0
Rgs21,chr1,144567167,144568167,-,0
Rhag,chr17,40810648,40811648,+,0
Rhox11,chrX,38084639,38085639,-,0
Rhox3a,chrX,37249418,37250418,+,0
Rhox3c,chrX,37469367,37470367,+,0
Rhox3e,chrX,37254377,37255377,+,0
Rhox3g,chrX,37627639,37628639,-,0
Rhox8,chrX,37878444,37879444,-,0
Rnase11,chr14,51049663,51050663,-,0
Rnase2a,chr14,51255612,51256612,-,0
Rnase2b,chr14,51161759,51162759,+,0
Rnaset2a,chr17,8147288,8148288,-,0
Rnf133,chr6,23649805,23650805,-,0
Rnf148,chr6,23654636,23655636,-,0
Rnu7,chr5,53698088,53699088,-,0
Rp1,chr1,4408741,4409741,-,0
Rpl26,chr11,68901065,68902065,+,0
Rpl34-ps1,chr3,130729829,130730829,-,0
Rplp2-ps1,chr12,75631249,75632249,-,0
Rprl1,chr6,69326674,69327674,-,0
Rprl2,chr3,22250869,22251869,+,0
Rprl3,chr8,3802861,3803861,-,0
