name,chr,start,end,strand,RPK
Wdr53,chr16,32246726,32247726,+,565.3301900254
Lgr4,chr2,109917146,109918146,+,564.9598953711
Zbtb21,chr16,97962121,97963121,-,564.9525499427
Zranb3,chr1,128102547,128103547,-,564.6838728958
Chd2,chr7,73541246,73542246,-,564.6748274488
Tmem41b,chr7,109985730,109986730,-,564.4743468862
Gins3,chr8,95633058,95634058,+,564.4449933682
Aldh3a2,chr11,61266686,61267686,-,564.3901047028
Bet1l,chr7,140855883,140856883,-,564.264071985
Zfand2b,chr1,75168145,75169145,+,564.01167652
Gm14325,chr2,177839818,177840818,-,563.2649688698
N4bp2,chr5,65763020,65764020,+,562.9573766099
Rlbp1,chr7,79386527,79387527,-,562.8640671349
Crot,chr5,8996646,8997646,-,562.7977837056
Mios,chr6,8208726,8209726,+,562.6559706042
Zzz3,chr3,152395502,152396502,+,562.6079522467
Taf6l,chr19,8785917,8786917,-,562.6003403548
Ptprk,chr10,28074319,28075319,+,562.5115669547
Ndrg2,chr14,51912988,51913988,-,562.2250705844
Cox11,chr11,90637683,90638683,+,562.2083867055
Akap10,chr11,61929757,61930757,-,561.9637667039
Rnf41,chr10,128411115,128412115,+,561.9247416084
Pdcd4,chr19,53891730,53892730,+,561.6634741124
Ammecr1l,chr18,31759323,31760323,+,561.3570191299
Flad1,chr3,89411363,89412363,-,561.2725678931
Ap1s2,chrX,163908516,163909516,+,561.257165504
Msln,chr17,25753827,25754827,-,561.1634001147
Nes,chr3,87970592,87971592,+,560.9274487427
Ror2,chr13,53285609,53286609,-,560.6960679762
Kazn,chr4,142238901,142239901,-,560.5644086649
Mmgt1,chrX,56597419,56598419,-,559.702062744
Tmem43,chr6,91473250,91474250,+,559.7016269279
Cmtm3,chr8,104340093,104341093,+,559.6126636502
E4f1,chr17,24454892,24455892,-,559.4217775793
Fastkd5,chr2,130629527,130630527,-,558.9629525379
Rtn2,chr7,19282123,19283123,+,558.6438997921
Bet1,chr6,4086427,4087427,-,558.6042841785
Ltn1,chr16,87432106,87433106,-,558.597711721
Orc4,chr2,48948767,48949767,-,557.7776343286
Ube4a,chr9,44965100,44966100,-,557.6004990077
2610001J05Rik,chr6,13870983,13871983,-,557.4726177533
Fkbp15,chr4,62360048,62361048,-,556.2944403038
Mark4,chr7,19457994,19458994,-,556.2298984782
Rpph1,chr14,50807271,50808271,-,556.1446789521
Itfg1,chr8,85840449,85841449,-,555.916667234
Sirt7,chr11,120624502,120625502,-,555.894400006
Dtx1,chr5,120711169,120712169,-,555.8368132559
Rragb,chrX,153139457,153140457,+,555.5772016421
Commd2,chr3,57651184,57652184,-,555.314708556
Slc27a2,chr2,126552523,126553523,+,555.3141833084
Rngtt,chr4,33309810,33310810,+,555.3104642795
AI314180,chr4,58912225,58913225,-,554.9045583434
Ptpra,chr2,130449777,130450777,+,554.8638825806
Med27,chr2,29346309,29347309,+,554.7497322789
Clasp1,chr1,118388557,118389557,+,554.6035527997
C330006A16Rik,chr2,26140006,26141006,-,554.4701427457
Ccdc120,chrX,7740824,7741824,-,554.3176739019
Fundc2,chrX,75381898,75382898,+,554.0520046795
Snx14,chr9,88438451,88439451,-,554.0407853938
Tysnd1,chr10,61695013,61696013,+,553.9263987117
Slc30a9,chr5,67306456,67307456,+,553.9156635317
Arxes2,chrX,135993319,135994319,+,553.7419539742
Tfdp2,chr9,96195774,96196774,+,553.3664255976
Ogfod3,chr11,121204148,121205148,-,553.3232350466
Ptcd1,chr5,145166604,145167604,-,551.7763233899
Pdk1,chr2,71872723,71873723,+,551.5800821918
Desi2,chr1,178186916,178187916,+,551.3626882232
Ttc37,chr13,76098233,76099233,+,551.0361660098
Cln6,chr9,62838286,62839286,+,551.0251940873
Myl6b,chr10,128498185,128499185,-,550.8491306529
Cecr2,chr6,120665920,120666920,+,550.6792768143
Ercc8,chr13,108158237,108159237,+,550.6598796409
Cited1,chrX,102251681,102252681,-,550.4303844569
Kirrel,chr3,87174247,87175247,-,550.4167862477
Vps51,chr19,6076687,6077687,-,550.0859425668
Capn10,chr1,92933907,92934907,+,549.5780643243
Ypel5,chr17,72836203,72837203,+,549.5723460962
Nsl1,chr1,191062520,191063520,+,549.3016947311
Xpc,chr6,91515388,91516388,-,549.1447189042
Ccne2,chr4,11190850,11191850,+,548.9899124048
Pomt1,chr2,32236182,32237182,+,548.9080066962
Ccdc71,chr9,108460017,108461017,+,548.8992907872
Daam1,chr12,71830567,71831567,+,548.8708922509
Radil,chr5,142550598,142551598,-,548.7905606724
Ten1,chr11,116198354,116199354,+,548.6839156802
Hgh1,chr15,76368397,76369397,+,548.2414289625
Mrrf,chr2,36135897,36136897,+,547.8860802272
Tbccd1,chr16,22857069,22858069,-,547.8761338313
Fbxw7,chr3,84815076,84816076,+,547.843541881
Axin2,chr11,108919848,108920848,+,547.8299961516
Gabarapl1,chr6,129532691,129533691,+,547.6569302928
Mocs3,chr2,168230121,168231121,+,547.3263025964
Acaca,chr11,84194937,84195937,+,546.9407525469
Nipbl,chr15,8443963,8444963,-,546.857198608
Dcun1d4,chr5,73480554,73481554,+,546.7566504378
Ccdc132,chr6,3497892,3498892,+,546.6296236334
Snord15b,chr7,99479207,99480207,-,546.4661322069
Kbtbd4,chr2,90904285,90905285,+,546.4594521034
C1d,chr11,17257117,17258117,+,546.3280512937
Zbtb11,chr16,55973303,55974303,+,546.2602350867
Cox20,chr1,178318652,178319652,+,546.0150161778
Specc1l,chr10,75211572,75212572,+,545.3988444567
Gbas,chr5,129724574,129725574,+,545.2975290025
Fam160b2,chr14,70599335,70600335,-,545.294708752
Depdc1b,chr13,108315836,108316836,+,544.9773527189
Tns1,chr1,74123949,74124949,-,544.5948219625
Zfp955b,chr17,33289043,33290043,+,544.3982634851
Tbc1d22a,chr15,86213958,86214958,+,544.3134714411
Gabpb1,chr2,126675837,126676837,-,544.273913255
Fkbpl,chr17,34644382,34645382,+,544.2143391501
Wdr24,chr17,25823126,25824126,+,543.9120053189
Sipa1l2,chr8,125492210,125493210,-,543.8966567742
Nab2,chr10,127666203,127667203,-,543.89202832
Tnks,chr8,34965190,34966190,-,543.8469697065
Sel1l,chr12,91848657,91849657,-,543.6387627206
Fam175b,chr7,132858724,132859724,+,543.5776017812
Thg1l,chr11,45955003,45956003,-,543.2579015594
Ncapg2,chr12,116404901,116405901,+,542.823206898
Lgals3,chr14,47373359,47374359,+,542.6789116061
Icmt,chr4,152296713,152297713,+,542.5134440248
Gpalpp1,chr14,76110315,76111315,-,542.4488195517
Gmeb2,chr2,181287466,181288466,-,542.258953414
Mapk8ip1,chr2,92400763,92401763,-,542.1568645074
Tiprl,chr1,165236458,165237458,-,542.1410761117
Selm,chr11,3514201,3515201,+,542.0225067123
AI597479,chr1,43098209,43099209,+,541.5492349552
Fancg,chr4,43009801,43010801,-,541.4235385605
Actr3b,chr5,25759525,25760525,+,541.1515317387
Fzd7,chr1,59481646,59482646,+,541.0938505044
Bahd1,chr2,118901114,118902114,+,540.3095859319
Ankrd35,chr3,96669630,96670630,+,540.0681970438
Tab3,chrX,85573521,85574521,+,539.5274664966
Ppp1r21,chr17,88529623,88530623,+,539.3264538824
Dmc1,chr15,79604609,79605609,-,539.0730733528
B3galnt2,chr13,13954173,13955173,+,538.8814656147
Klc4,chr17,46644644,46645644,-,538.7437939076
Agfg2,chr5,137684253,137685253,-,538.6076508715
Hp1bp3,chr4,138216111,138217111,+,538.4170547669
Ccbl2,chr3,142700547,142701547,+,538.3028298268
Fam178b,chr1,36682683,36683683,-,538.2284290749
Mtss1l,chr8,110720983,110721983,+,538.1582382978
Rhox6,chrX,37826554,37827554,+,537.9321220699
Mastl,chr2,23155524,23156524,-,537.8722433343
Arfip1,chr3,84582125,84583125,-,537.8202698646
Cnot4,chr6,35133237,35134237,-,537.8183045483
Csad,chr15,102188543,102189543,-,537.5286346636
Cln5,chr14,103069715,103070715,+,537.520704226
Dok2,chr14,70773880,70774880,+,537.3818891602
Slc5a6,chr5,31048424,31049424,-,537.1632149079
Txndc11,chr16,11134032,11135032,-,536.9967649588
Pnldc1,chr17,12909500,12910500,-,536.8562269693
Krcc1,chr6,71271518,71272518,+,536.7606618176
Usp30,chr5,114099832,114100832,+,536.6787428813
Dcbld2,chr16,58408034,58409034,+,536.6158197671
Ero1l,chr14,45318072,45319072,-,536.3874286683
Dazl,chr17,50293120,50294120,-,536.3129907544
Gng2,chr14,19976749,19977749,-,536.285835933
Hltf,chr3,20057310,20058310,+,536.2037717671
Rab10os,chr12,3235290,3236290,+,536.0927977386
Brwd1,chr16,96081928,96082928,-,535.9724496038
AA414768,chrX,12936372,12937372,+,535.8721307054
Smurf2,chr11,106920215,106921215,-,535.4122819152
Stx6,chr1,155158202,155159202,+,534.9838650766
Slc25a44,chr3,88424641,88425641,-,534.4906336319
Sh2d4b,chr14,40892465,40893465,-,534.2849850047
Zfand2a,chr5,139483991,139484991,-,534.2192487848
Tob2,chr15,81857826,81858826,-,534.1794494942
Arap1,chr7,101347568,101348568,+,533.8944046455
Alkbh4,chr5,136138280,136139280,+,533.6276077658
Mier1,chr4,103113889,103114889,+,533.3816735394
Supt3,chr17,44776670,44777670,+,533.3271854071
Bad,chr19,6941360,6942360,+,533.0826789372
Slx4,chr16,4001178,4002178,-,532.6836901622
Nptx2,chr5,144545386,144546386,+,532.3884808281
Rabgef1,chr5,130171318,130172318,+,532.3176511333
Papolg,chr11,23894770,23895770,-,532.0039786395
Epc1,chr18,6515608,6516608,-,531.8629133092
Atp6v0e2,chr6,48537068,48538068,+,531.8061155658
Cep170b,chr12,112721673,112722673,+,531.4982715181
Fam3a,chrX,74392639,74393639,-,531.4589184804
Ccdc88c,chr12,101028483,101029483,-,531.2746818284
Mthfr,chr4,148038576,148039576,+,531.1692978967
Adck4,chr7,27232512,27233512,+,530.5675032462
Tmem41a,chr16,21947052,21948052,-,530.3631707913
Tbc1d14,chr5,36585726,36586726,-,530.3568951561
Cbx6,chr15,79833833,79834833,-,530.2260473498
Hint3,chr10,30617866,30618866,-,530.1727131842
Tm2d1,chr4,98382765,98383765,-,530.1485405016
Ptp4a3,chr15,73722644,73723644,+,529.9745761477
Ptpn2,chr18,67724121,67725121,-,529.7827529101
Gm14139,chr2,150181254,150182254,+,529.7511381897
Pex10,chr4,155066529,155067529,+,529.587937921
Vamp7,chrX_GL456233_random,38691,39691,-,529.5091643781
Dhrsx,chr4_GL456216_random,15380,16380,+,529.4204259182
2310067B10Rik,chr11,115764932,115765932,+,529.3063097961
Dynlt3,chrX,9662483,9663483,-,529.2941971679
Dock5,chr14,67933072,67934072,-,529.2054067745
Gsk3b,chr16,38088500,38089500,+,529.1362993411
Elmo2,chr2,165325979,165326979,-,529.1331508665
Rex2,chr4,147021349,147022349,+,528.9292014374
Apopt1,chr12,111712768,111713768,+,528.8962016047
Ccnyl1,chr1,64690844,64691844,+,528.7298384023
Arxes1,chrX,136032866,136033866,+,528.6923532217
Ing3,chr6,21949114,21950114,+,527.920431149
Camsap1,chr2,25982782,25983782,-,527.9138046626
Hmg20a,chr9,56418345,56419345,+,527.8337655618
4930503L19Rik,chr18,70471980,70472980,-,527.6286415555
Purb,chr11,6475576,6476576,-,527.6135019178
Itpr3,chr17,27056803,27057803,+,527.3096176087
Timmdc1,chr16,38522163,38523163,-,527.2820293264
Taf1a,chr1,183388384,183389384,+,526.6263562226
Tmem60,chr5,20881952,20882952,+,526.3753855269
Naga,chr15,82338326,82339326,-,526.3718224912
Mul1,chr4,138434171,138435171,+,526.285535778
Zfp599,chr9,22259395,22260395,-,526.2033826547
Rhbdd3,chr11,5098772,5099772,+,526.1008097335
Sfmbt2,chr2,10369950,10370950,+,525.9425278855
Pkn3,chr2,30078265,30079265,+,525.747684587
Arhgef2,chr3,88615706,88616706,+,525.4963978087
Galk2,chr2,125858608,125859608,+,525.3731884814
Fam179b,chr12,64965241,64966241,+,524.9233562299
Ezh1,chr11,101225963,101226963,-,524.8663600935
Asap1,chr15,64382419,64383419,-,524.438420466
Mcm8,chr2,132815640,132816640,+,524.2733074824
Arhgap12,chr18,6135598,6136598,-,524.2459754215
Sypl,chr12,32953444,32954444,+,523.721749978
Shroom3,chr5,92682934,92683934,+,523.7141693792
Pcyox1l,chr18,61707135,61708135,-,523.6911404712
Cnnm2,chr19,46761108,46762108,+,523.5723822299
Eif2ak4,chr2,118388116,118389116,+,523.5303636954
Hsdl1,chr8,119574700,119575700,-,523.3761934203
4933434E20Rik,chr3,90051135,90052135,+,523.3056081627
Cep250,chr2,155956057,155957057,+,523.2640836823
Crabp2,chr3,87948192,87949192,+,523.0127158046
5730408K05Rik,chr19,8888270,8889270,-,522.6148941181
Cd3d,chr9,44981285,44982285,+,522.5745387341
Capn5,chr7,98177774,98178774,-,522.5122245657
Qser1,chr2,104816196,104817196,-,522.4570743643
Lpl,chr8,68880054,68881054,+,522.4248642622
Efhc2,chrX,17318868,17319868,-,522.3152544448
Dars2,chr1,161070132,161071132,-,522.0800829383
Gla,chrX,134600505,134601505,-,522.0345576567
Sft2d1,chr17,8310602,8311602,+,521.8819587468
Zfp566,chr7,30090010,30091010,-,521.5729048545
Kbtbd8,chr6,95117379,95118379,+,521.3971657446
Stc2,chr11,31369561,31370561,-,521.3073309983
Anks3,chr16,4963737,4964737,-,521.275180963
Faap24,chr7,35396267,35397267,-,520.9297359737
Acyp1,chr12,85279935,85280935,-,520.9051477675
Cspp1,chr1,10037717,10038717,+,520.8632810353
Mrps25,chr6,92183523,92184523,-,520.8563916561
A630089N07Rik,chr16,98081939,98082939,-,520.3209950797
Ptprs,chr17,56475980,56476980,-,520.2557716233
Itgb1bp1,chr12,21285737,21286737,-,520.2032632831
Wfs1,chr5,36988482,36989482,-,520.0423813452
Ptch1,chr13,63565020,63566020,-,519.8642562826
Vps39,chr2,120352633,120353633,-,519.6550792707
Pard3,chr8,127063555,127064555,+,519.4724181659
Macf1,chr4,123683860,123684860,-,519.3440133409
Csrnp2,chr15,100494739,100495739,-,518.9087934408
Arv1,chr8,124721638,124722638,+,518.4814746372
Ddx31,chr2,28839905,28840905,+,518.0256610009
Coq3,chr4,21879174,21880174,+,517.9427529332
Zswim3,chr2,164804613,164805613,+,517.8720432862
Tnks1bp1,chr2,85049959,85050959,+,517.7889506506
Emc1,chr4,139352086,139353086,+,517.7585055965
Agpat5,chr8,18845778,18846778,+,517.6272532814
Smim8,chr4,34777837,34778837,-,517.4605859207
Tubgcp5,chr7,55793647,55794647,+,517.245358089
Hars2,chr18,36782708,36783708,+,517.0596224701
Mut,chr17,40934184,40935184,+,516.8396251601
Nek9,chr12,85338862,85339862,-,516.7080150935
Arhgef10l,chr4,140665405,140666405,-,516.231036554
Pms2,chr5,143909500,143910500,+,515.7441564443
Amph,chr13,18947850,18948850,+,515.7219184618
Rfx1,chr8,84066335,84067335,+,515.66396263
Ift22,chr5,136907649,136908649,+,515.6602138713
Tnip2,chr5,34513479,34514479,-,515.6341850983
Lrfn1,chr7,28451484,28452484,+,515.4848172027
Rhox9,chrX,37901270,37902270,-,515.399376221
Tmem194,chr10,127676564,127677564,+,515.1318396412
Smcr8,chr11,60777024,60778024,+,514.9683579649
Vps26b,chr9,27029594,27030594,-,514.8544650009
Mbd1,chr18,74267787,74268787,+,514.4323256001
Phf6,chrX,52911713,52912713,+,514.3081937107
Nt5c3,chr6,56923432,56924432,-,514.1552784145
Creb3,chr4,43562133,43563133,+,514.0194086763
Slc35a1,chr4,34686938,34687938,-,513.766654971
Hs2st1,chr3,144569716,144570716,-,513.6423397356
Rabgap1,chr2,37442784,37443784,+,513.4544686888
E2f6,chr12,16810464,16811464,+,513.4282440358
Dnaaf3,chr7,4531942,4532942,-,513.4076843309
Bard1,chr1,71102472,71103472,-,513.3631853995
Bcs1l,chr1,74587788,74588788,+,513.3231314138
Glrx3,chr7,137437147,137438147,+,513.2176867415
Os9,chr10,127120660,127121660,-,512.8652391112
Zfp930,chr8,69208545,69209545,+,512.8593211834
Tbpl1,chr10,22730947,22731947,-,512.8385185646
Twsg1,chr17,65950687,65951687,-,512.8381214971
Rhox1,chrX,37221758,37222758,-,512.8277788719
Ankrd52,chr10,128376623,128377623,+,512.4982073579
Aspa,chr11,73324137,73325137,-,512.3631611448
Mir3091,chr2,180257035,180258035,+,512.1702982075
Dennd2a,chr6,39557334,39558334,-,512.058135398
Smurf1,chr5,144965330,144966330,-,512.0271843934
Tesk2,chr4,116720454,116721454,+,511.9978941556
Snora75,chr1,86350785,86351785,-,511.7556577208
Zfp91,chr19,12795623,12796623,-,511.5976127042
Exoc5,chr14,49066167,49067167,-,511.1386718776
Col4a3bp,chr13,96542234,96543234,+,511.0171165301
Olfml3,chr3,103737501,103738501,-,510.877289278
Vhl,chr6,113623520,113624520,+,510.1086562532
Rpap2,chr5,107596872,107597872,+,510.039272893
2310045N01Rik,chr8,70138998,70139998,+,510.0070205869
Ddit3,chr10,127290292,127291292,+,509.9820487825
Brf1,chr12,113000121,113001121,-,509.9242766768
Recql5,chr11,115932992,115933992,-,509.7781210392
Lrrc57,chr2,120609008,120610008,-,509.5063607402
Vps18,chr2,119288241,119289241,+,509.4178270309
Polm,chr11,5837516,5838516,-,509.3846976972
Grb7,chr11,98446333,98447333,+,509.2721164446
Ccdc50,chr16,27388455,27389455,+,509.0485395039
Rnf38,chr4,44167783,44168783,-,508.8943347671
Phka2,chrX,160501665,160502665,+,508.8761079538
Auh,chr13,52929177,52930177,-,508.6660343769
Commd7,chr2,153632281,153633281,-,508.6335655836
Capn15,chr17,25965005,25966005,-,508.5179689592
Mmp14,chr14,54431103,54432103,+,508.4767377447
Nhlrc2,chr19,56547760,56548760,+,508.3648007677
Gm694,chr4,141435605,141436605,-,508.2059606141
Tom1,chr8,75033185,75034185,+,507.6139728388
Rundc3a,chr11,102392902,102393902,+,507.5574209524
Zfp275,chrX,73342119,73343119,+,507.5393322841
Ufl1,chr4,25281321,25282321,-,507.1406837885
Irf1,chr11,53769513,53770513,+,507.0097939193
Cep295,chr9,15357288,15358288,-,506.7301133474
Spire2,chr8,123332212,123333212,+,506.3688808685
Baz1a,chr12,54985836,54986836,-,506.2221334641
Hnrnpa3,chr2,75658758,75659758,+,506.1191682134
Cyp2s1,chr7,25816030,25817030,-,505.8104412197
Sdr39u1,chr14,55899732,55900732,-,505.7402310248
Arhgef7,chr8,11727604,11728604,+,505.7374747554
Zbtb48,chr4,152027171,152028171,-,504.7496095855
Cnp,chr11,100574438,100575438,+,504.5697299622
Sdhaf3,chr6,6955517,6956517,+,504.1807126689
Tubb2a-ps2,chr12,11882399,11883399,-,504.1135927244
Kctd6,chr14,8213580,8214580,+,504.0670228556
Camkv,chr9,107935419,107936419,+,503.9866674591
Rab26os,chr17,24527750,24528750,+,503.9343486832
Aass,chr6,23132486,23133486,-,503.5936021173
Xxylt1,chr16,31080932,31081932,-,503.5587921558
Casp2,chr6,42264484,42265484,+,503.5391667618
N6amt1,chr16,87353684,87354684,+,503.4130218429
Fbxo7,chr10,86021428,86022428,+,503.365932977
Socs6,chr18,88893707,88894707,-,503.2597593174
Morn4,chr19,42085870,42086870,-,503.0755233647
Map7d2,chrX,159414077,159415077,+,502.8269603133
Pask,chr1,93342288,93343288,-,502.7376101619
Grpel2,chr18,61725831,61726831,-,502.4710988793
Add3,chr19,53139942,53140942,+,502.2231977034
Cpt1c,chr7,44974351,44975351,-,502.0231295857
D930015E06Rik,chr3,84039661,84040661,-,501.6274323861
Dtd1,chr2,144599452,144600452,+,501.608892383
Bach1,chr16,87698453,87699453,+,501.3988206508
Prkd3,chr17,79020316,79021316,-,501.1851948526
Xrcc3,chr12,111813341,111814341,-,500.8233395675
Npdc1,chr2,25402549,25403549,+,500.7373585606
Ephb4,chr5,137349608,137350608,+,500.6101477701
Ttc7b,chr12,100520322,100521322,-,500.5857312748
Acox1,chr11,116198545,116199545,-,500.4662925751
Tmem216,chr19,10555738,10556738,-,500.2935352836
Golga3,chr5,110176200,110177200,+,500.2696433525
Epb4.1l1,chr2,156420408,156421408,+,500.2406823457
Lin54,chr5,100500139,100501139,-,500.0834633019
Rap2c,chrX,51017518,51018518,-,499.4041471054
Nfkbil1,chr17,35235315,35236315,-,499.1346103609
Blzf1,chr1,164306984,164307984,-,499.0355465003
Cept1,chr3,106547302,106548302,-,498.838068276
Ypel3,chr7,126776474,126777474,+,498.7856754948
Ginm1,chr10,7780417,7781417,-,498.5753233209
Zfp958,chr8,4612669,4613669,+,498.4311461802
Ano9,chr7,141117306,141118306,-,498.1459165287
Gm13212,chr4,145616645,145617645,+,498.0896202199
Tbcc,chr17,46890120,46891120,+,497.7543323259
Ap5z1,chr5,142463430,142464430,+,497.4972596574
Dnajc3,chr14,118937431,118938431,+,497.4749695487
Qrsl1,chr10,43901236,43902236,-,497.1767593644
Tbc1d7,chr13,43171001,43172001,-,496.8579270478
Pros1,chr16,62853833,62854833,+,496.6091120017
Ippk,chr13,49420722,49421722,+,496.4403998767
Pacs2,chr12,113014007,113015007,+,496.1949470152
Itm2a,chrX,107402860,107403860,-,496.0315709305
Slc22a17,chr14,54912632,54913632,-,495.9169242517
Ntpcr,chr8,125733702,125734702,+,495.7816172487
Stxbp3,chr3,108840002,108841002,-,495.7035439218
Chic2,chr5,75044141,75045141,-,495.5162070273
Rnf208,chr2,25242428,25243428,+,495.3216797889
Slc19a2,chr1,164248545,164249545,+,495.3209474168
Nt5c2,chr19,47014689,47015689,-,495.3186074036
Abhd2,chr7,79272765,79273765,+,495.3175575769
Nckipsd,chr9,108807879,108808879,+,495.2879955319
Ttyh2,chr11,114674967,114675967,+,495.2700658839
Bin2,chr15,100669000,100670000,-,495.017461863
Abhd16a,chr17,35088790,35089790,+,495.0134491148
P2rx4,chr5,122707056,122708056,+,494.9114538052
Hilpda,chr6,29271987,29272987,+,494.8543574996
Trappc6a,chr7,19508228,19509228,+,494.8304888461
Jak3,chr8,71675882,71676882,+,494.8061590948
Vegfc,chr8,54077031,54078031,+,494.7453396103
Tmem33,chr5,67260064,67261064,+,494.6625589187
Fam168a,chr7,100706201,100707201,+,494.5828957947
Lck,chr4,129573141,129574141,-,494.4964864573
Pcx,chr19,4509971,4510971,+,494.4856774404
Ttll1,chr15,83510407,83511407,-,494.2962703125
Efhd2,chr4,141874420,141875420,-,494.0790035701
Dlg3,chrX,100767221,100768221,+,493.7439829387
Snx11,chr11,96777055,96778055,-,493.4195294748
Cdkn2a,chr4,89294119,89295119,-,493.3440139648
Def6,chr17,28207277,28208277,+,493.1390243538
Esyt2,chr12,116280721,116281721,+,493.021677863
Pcmtd1,chr1,7088419,7089419,+,492.7183182325
3110001I22Rik,chr16,13671519,13672519,+,492.3340979516
Bcl2l13,chr6,120835729,120836729,+,492.2613473351
Dtd2,chr12,52006001,52007001,-,492.1826321577
Tmed5,chr5,108132091,108133091,-,492.1175736127
Esrra,chr19,6921308,6922308,-,491.964987356
Palld,chr8,61902194,61903194,-,491.8623602697
Rela,chr19,5636989,5637989,+,491.7889092293
Msi2,chr11,88717767,88718767,-,491.7587735885
Hibch,chr1,52844545,52845545,+,491.5105788659
Ccdc14,chr16,34690115,34691115,+,491.5070811725
Mkl1,chr15,81190257,81191257,-,490.8553127561
Fsd1,chr17,55986010,55987010,+,490.1400085355
Uvrag,chr7,99140644,99141644,-,489.9948013742
Rab3gap1,chr1,127868272,127869272,+,489.9917515311
Slc10a7,chr8,78508827,78509827,+,489.96885362
Zfp346,chr13,55104808,55105808,+,489.6493018262
Acadsb,chr7,131410100,131411100,+,489.5421482978
Tpcn1,chr5,120588113,120589113,-,489.3773738196
Ccdc84,chr9,44417507,44418507,-,489.213081861
Fbxo31,chr8,121578306,121579306,-,489.1466306241
Bod1l,chr5,41843815,41844815,-,489.1101522857
Mier3,chr13,111685677,111686677,+,488.9955816036
Sipa1l3,chr7,29504960,29505960,-,488.994444563
Crtac1,chr19,42431283,42432283,-,488.9215769525
Fer,chr17,63863480,63864480,+,488.6708481089
Cyb5d1,chr11,69394846,69395846,-,488.5779222869
Cwf19l1,chr19,44135376,44136376,-,488.3497900112
Fastkd1,chr2,69712106,69713106,-,488.163829106
Atad5,chr11,80088899,80089899,+,487.8447060011
Rp2h,chrX,20363980,20364980,+,487.6523226644
Sdc2,chr15,32920222,32921222,+,487.6446711726
Brap,chr5,121660062,121661062,+,487.5924841516
Adal,chr2,121139927,121140927,+,487.5315592108
Prkaa1,chr15,5143360,5144360,+,487.4922892431
Spryd3,chr15,102135715,102136715,-,487.4101863421
Npat,chr9,53536546,53537546,+,487.2978232328
Slc25a51,chr4,45408266,45409266,-,487.1245041272
Thtpa,chr14,55094283,55095283,+,486.9069638155
Rbsn,chr6,92214311,92215311,-,486.8642287944
Gxylt1,chr15,93274584,93275584,-,486.6376401905
Hvcn1,chr5,122209228,122210228,+,486.6087690596
Frs2,chr10,117147974,117148974,-,486.4531095168
Rtkn,chr6,83135307,83136307,+,486.4352732724
AW209491,chr13,14629744,14630744,+,486.3914848066
Herpud2,chr9,25151281,25152281,-,485.8937054721
Itsn2,chr12,4592507,4593507,+,485.2721486983
Eps15,chr4,109279774,109280774,+,484.8180871869
Ccdc66,chr14,27507960,27508960,-,484.7063462799
Jmjd4,chr11,59449544,59450544,+,484.6218544689
Fam134a,chr1,75142285,75143285,+,484.2275644188
Fbxo25,chr8,13907305,13908305,+,484.1705382297
Rasip1,chr7,45627036,45628036,+,483.9973868609
Sesn3,chr9,14275800,14276800,+,483.8199142847
Guf1,chr5,69556441,69557441,+,483.6259969734
Ccdc130,chr8,84269902,84270902,-,483.5843755432
Ptprg,chr14,11553052,11554052,+,483.2922775077
Fcho2,chr13,98814949,98815949,-,482.8398251761
Arl10,chr13,54574512,54575512,+,482.7578062991
Klc2,chr19,5117908,5118908,-,481.9191812366
Armc6,chr8,70233922,70234922,-,481.6142016481
Als2,chr1,59236731,59237731,-,481.5177394514
Med28,chr5,45519728,45520728,+,481.4809106864
Zfp367,chr13,64152699,64153699,-,481.4760323789
Trp53inp2,chr2,155381355,155382355,+,481.2630215839
Dock7,chr4,99120415,99121415,-,481.0638478327
Trabd,chr15,89075563,89076563,+,480.8858958956
2410131K14Rik,chr5,118244726,118245726,+,480.1189246995
Atp6v0a2,chr5,124628551,124629551,+,480.1149360212
Dnlz,chr2,26351610,26352610,-,479.8624774026
Alad,chr4,62519563,62520563,-,479.8487114758
Pias1,chr9,62980379,62981379,-,479.8213714627
Wipf2,chr11,98863097,98864097,+,479.6016456428
Helq,chr5,100798100,100799100,-,479.5721834252
Adprm,chr11,67052118,67053118,-,479.564129914
B4galt1,chr4,40854037,40855037,-,479.3891197322
Gm364,chrX,57408648,57409648,+,479.3765949704
Hipk1,chr3,103791063,103792063,-,479.1825954821
Obfc1,chr19,47536520,47537520,-,479.0404779749
Utp14b,chr1,78657324,78658324,+,478.9409795448
Phc2,chr4,128654201,128655201,+,478.9356991174
Pdzd8,chr19,59345280,59346280,-,478.7434162187
Ctnnbip1,chr4,149517740,149518740,+,478.6633450333
Man2b2,chr5,36830149,36831149,-,478.6135121905
BC024978,chr7,27195280,27196280,+,478.5885555527
Siah1a,chr8,86745506,86746506,-,478.1833525331
Upk1a,chr7,30612234,30613234,-,478.007701268
Mbd2,chr18,70567791,70568791,+,477.9992065339
Tspan9,chr6,128143078,128144078,-,477.9117546271
Mtfmt,chr9,65435281,65436281,+,477.6215954747
Yipf6,chrX,98937280,98938280,+,477.474472287
Pacrgl,chr5,48371891,48372891,+,477.4717878355
Idi1,chr13,8885105,8886105,+,476.6263146517
Xlr3c,chrX,73264890,73265890,-,476.3469006488
Mir17hg,chr14,115043889,115044889,+,475.6047479177
Tmem251,chr12,102743259,102744259,+,475.513939531
Eml3,chr19,8929193,8930193,+,475.3611783106
